KO_ID	Category1
K20860	Cofactor/vitamin biosynthesis
K20861	Cofactor/vitamin biosynthesis
K20862	Cofactor/vitamin biosynthesis
K20884	Cofactor/vitamin biosynthesis
K21063	Cofactor/vitamin biosynthesis
K21064	Cofactor/vitamin biosynthesis
K00055	Aromatics degredation
K00141	Aromatics degredation
K00152	Aromatics degredation
K00446	Aromatics degredation
K00462	Aromatics degredation
K01055	Aromatics degredation
K01617	Aromatics degredation
K01666	Aromatics degredation
K01821	Aromatics degredation
K01856	Aromatics degredation
K02554	Aromatics degredation
K03268	Aromatics degredation
K03381	Aromatics degredation
K03464	Aromatics degredation
K04073	Aromatics degredation
K04102	Aromatics degredation
K04112	Aromatics degredation
K04113	Aromatics degredation
K04114	Aromatics degredation
K04115	Aromatics degredation
K04116	Aromatics degredation
K04117	Aromatics degredation
K05549	Aromatics degredation
K05550	Aromatics degredation
K05599	Aromatics degredation
K05600	Aromatics degredation
K05783	Aromatics degredation
K05784	Aromatics degredation
K07104	Aromatics degredation
K07534	Aromatics degredation
K07535	Aromatics degredation
K07536	Aromatics degredation
K07537	Aromatics degredation
K07538	Aromatics degredation
K07539	Aromatics degredation
K07540	Aromatics degredation
K07543	Aromatics degredation
K07544	Aromatics degredation
K07545	Aromatics degredation
K07546	Aromatics degredation
K07547	Aromatics degredation
K07548	Aromatics degredation
K07549	Aromatics degredation
K07550	Aromatics degredation
K08689	Aromatics degredation
K08690	Aromatics degredation
K10216	Aromatics degredation
K10217	Aromatics degredation
K10222	Aromatics degredation
K10616	Aromatics degredation
K10617	Aromatics degredation
K10618	Aromatics degredation
K10619	Aromatics degredation
K10620	Aromatics degredation
K10621	Aromatics degredation
K10622	Aromatics degredation
K10623	Aromatics degredation
K11311	Aromatics degredation
K14578	Aromatics degredation
K14579	Aromatics degredation
K14580	Aromatics degredation
K14581	Aromatics degredation
K14582	Aromatics degredation
K14583	Aromatics degredation
K14584	Aromatics degredation
K14585	Aromatics degredation
K14727	Aromatics degredation
K15359	Aromatics degredation
K15750	Aromatics degredation
K15751	Aromatics degredation
K15752	Aromatics degredation
K15753	Aromatics degredation
K15754	Aromatics degredation
K15755	Aromatics degredation
K15756	Aromatics degredation
K15757	Aromatics degredation
K15758	Aromatics degredation
K15760	Aromatics degredation
K15761	Aromatics degredation
K15762	Aromatics degredation
K15763	Aromatics degredation
K15764	Aromatics degredation
K15765	Aromatics degredation
K16242	Aromatics degredation
K16243	Aromatics degredation
K16244	Aromatics degredation
K16245	Aromatics degredation
K16246	Aromatics degredation
K16249	Aromatics degredation
K16268	Aromatics degredation
K16269	Aromatics degredation
K16303	Aromatics degredation
K16304	Aromatics degredation
K16319	Aromatics degredation
K16320	Aromatics degredation
K18067	Aromatics degredation
K18068	Aromatics degredation
K18069	Aromatics degredation
K18074	Aromatics degredation
K18075	Aromatics degredation
K18076	Aromatics degredation
K18077	Aromatics degredation
K18087	Aromatics degredation
K18088	Aromatics degredation
K18089	Aromatics degredation
K18090	Aromatics degredation
K18227	Aromatics degredation
K18242	Aromatics degredation
K18243	Aromatics degredation
K18248	Aromatics degredation
K18249	Aromatics degredation
K18251	Aromatics degredation
K18252	Aromatics degredation
K18253	Aromatics degredation
K18254	Aromatics degredation
K18255	Aromatics degredation
K18256	Aromatics degredation
K18276	Aromatics degredation
K18293	Aromatics degredation
K18364	Aromatics degredation
K18365	Aromatics degredation
K18366	Aromatics degredation
K19185	Aromatics degredation
K19186	Aromatics degredation
K19187	Aromatics degredation
K19188	Aromatics degredation
K19515	Aromatics degredation
K19516	Aromatics degredation
K19700	Aromatics degredation
K19818	Aromatics degredation
K19819	Aromatics degredation
K19820	Aromatics degredation
K19826	Aromatics degredation
K19890	Aromatics degredation
K20155	Aromatics degredation
K20158	Aromatics degredation
K20169	Aromatics degredation
K20170	Aromatics degredation
K20171	Aromatics degredation
K20172	Aromatics degredation
K02320	DNA polymerase
K02321	DNA polymerase
K02322	DNA polymerase
K02323	DNA polymerase
K02324	DNA polymerase
K02325	DNA polymerase
K02326	DNA polymerase
K02327	DNA polymerase
K02328	DNA polymerase
K02332	DNA polymerase
K02333	DNA polymerase
K02337	DNA polymerase
K02338	DNA polymerase
K02339	DNA polymerase
K02340	DNA polymerase
K02341	DNA polymerase
K02342	DNA polymerase
K02343	DNA polymerase
K02344	DNA polymerase
K02345	DNA polymerase
K02350	DNA polymerase
K02684	DNA polymerase
K02685	DNA polymerase
K03504	DNA polymerase
K03505	DNA polymerase
K03506	DNA polymerase
K03508	DNA polymerase
K03763	DNA polymerase
K13728	DNA polymerase
K14159	DNA polymerase
K02999	RNA polymerase
K03000	RNA polymerase
K03001	RNA polymerase
K03002	RNA polymerase
K03003	RNA polymerase
K03004	RNA polymerase
K03005	RNA polymerase
K03006	RNA polymerase
K03007	RNA polymerase
K03008	RNA polymerase
K03009	RNA polymerase
K03010	RNA polymerase
K03011	RNA polymerase
K03012	RNA polymerase
K03013	RNA polymerase
K03014	RNA polymerase
K03015	RNA polymerase
K03016	RNA polymerase
K03017	RNA polymerase
K03018	RNA polymerase
K03019	RNA polymerase
K03020	RNA polymerase
K03021	RNA polymerase
K03022	RNA polymerase
K03023	RNA polymerase
K03024	RNA polymerase
K03025	RNA polymerase
K03026	RNA polymerase
K03027	RNA polymerase
K03040	RNA polymerase
K03041	RNA polymerase
K03042	RNA polymerase
K03043	RNA polymerase
K03044	RNA polymerase
K03045	RNA polymerase
K03046	RNA polymerase
K03047	RNA polymerase
K03048	RNA polymerase
K03049	RNA polymerase
K03050	RNA polymerase
K03051	RNA polymerase
K03052	RNA polymerase
K03053	RNA polymerase
K03054	RNA polymerase
K03055	RNA polymerase
K03056	RNA polymerase
K03058	RNA polymerase
K03059	RNA polymerase
K03060	RNA polymerase
K13797	RNA polymerase
K13798	RNA polymerase
K14721	RNA polymerase
K02863	Ribosome
K02864	Ribosome
K02865	Ribosome
K02866	Ribosome
K02867	Ribosome
K02868	Ribosome
K02869	Ribosome
K02870	Ribosome
K02871	Ribosome
K02872	Ribosome
K02873	Ribosome
K02874	Ribosome
K02875	Ribosome
K02876	Ribosome
K02877	Ribosome
K02878	Ribosome
K02879	Ribosome
K02880	Ribosome
K02881	Ribosome
K02882	Ribosome
K02883	Ribosome
K02884	Ribosome
K02885	Ribosome
K02886	Ribosome
K02887	Ribosome
K02888	Ribosome
K02889	Ribosome
K02890	Ribosome
K02891	Ribosome
K02892	Ribosome
K02893	Ribosome
K02894	Ribosome
K02895	Ribosome
K02896	Ribosome
K02897	Ribosome
K02898	Ribosome
K02899	Ribosome
K02900	Ribosome
K02901	Ribosome
K02902	Ribosome
K02903	Ribosome
K02904	Ribosome
K02905	Ribosome
K02906	Ribosome
K02907	Ribosome
K02908	Ribosome
K02909	Ribosome
K02910	Ribosome
K02911	Ribosome
K02912	Ribosome
K02913	Ribosome
K02914	Ribosome
K02915	Ribosome
K02916	Ribosome
K02917	Ribosome
K02918	Ribosome
K02919	Ribosome
K02920	Ribosome
K02921	Ribosome
K02922	Ribosome
K02923	Ribosome
K02924	Ribosome
K02925	Ribosome
K02926	Ribosome
K02927	Ribosome
K02928	Ribosome
K02929	Ribosome
K02930	Ribosome
K02931	Ribosome
K02932	Ribosome
K02933	Ribosome
K02934	Ribosome
K02935	Ribosome
K02936	Ribosome
K02937	Ribosome
K02938	Ribosome
K02939	Ribosome
K02940	Ribosome
K02941	Ribosome
K02942	Ribosome
K02943	Ribosome
K02944	Ribosome
K02945	Ribosome
K02946	Ribosome
K02947	Ribosome
K02948	Ribosome
K02949	Ribosome
K02950	Ribosome
K02951	Ribosome
K02952	Ribosome
K02953	Ribosome
K02954	Ribosome
K02955	Ribosome
K02956	Ribosome
K02957	Ribosome
K02958	Ribosome
K02959	Ribosome
K02960	Ribosome
K02961	Ribosome
K02962	Ribosome
K02963	Ribosome
K02964	Ribosome
K02965	Ribosome
K02966	Ribosome
K02967	Ribosome
K02968	Ribosome
K02969	Ribosome
K02970	Ribosome
K02971	Ribosome
K02973	Ribosome
K02974	Ribosome
K02975	Ribosome
K02976	Ribosome
K02977	Ribosome
K02978	Ribosome
K02979	Ribosome
K02980	Ribosome
K02981	Ribosome
K02982	Ribosome
K02983	Ribosome
K02984	Ribosome
K02985	Ribosome
K02986	Ribosome
K02987	Ribosome
K02988	Ribosome
K02989	Ribosome
K02990	Ribosome
K02991	Ribosome
K02992	Ribosome
K02993	Ribosome
K02994	Ribosome
K02995	Ribosome
K02996	Ribosome
K02997	Ribosome
K02998	Ribosome
K07590	Ribosome
K04571	Protein processing
K04705	Protein processing
K07342	Protein processing
K07953	Protein processing
K09481	Protein processing
K10088	Protein processing
K10601	Protein processing
K10956	Protein processing
K11519	Protein processing
K12182	Protein processing
K12183	Protein processing
K12184	Protein processing
K12185	Protein processing
K12186	Protein processing
K12188	Protein processing
K12189	Protein processing
K12190	Protein processing
K12191	Protein processing
K12192	Protein processing
K12193	Protein processing
K12194	Protein processing
K12195	Protein processing
K12196	Protein processing
K12197	Protein processing
K12198	Protein processing
K13249	Protein processing
K13250	Protein processing
K13251	Protein processing
K13525	Protein processing
K13989	Protein processing
K14004	Protein processing
K14005	Protein processing
K14006	Protein processing
K14007	Protein processing
K14008	Protein processing
K14015	Protein processing
K14016	Protein processing
K14025	Protein processing
K14026	Protein processing
K14027	Protein processing
K15053	Protein processing
K02725	Proteasome
K02726	Proteasome
K02727	Proteasome
K02728	Proteasome
K02729	Proteasome
K02730	Proteasome
K02731	Proteasome
K02732	Proteasome
K02733	Proteasome
K02734	Proteasome
K02735	Proteasome
K02736	Proteasome
K02737	Proteasome
K02738	Proteasome
K02739	Proteasome
K02740	Proteasome
K02741	Proteasome
K03028	Proteasome
K03029	Proteasome
K03030	Proteasome
K03031	Proteasome
K03032	Proteasome
K03033	Proteasome
K03035	Proteasome
K03036	Proteasome
K03037	Proteasome
K03038	Proteasome
K03039	Proteasome
K03061	Proteasome
K03062	Proteasome
K03063	Proteasome
K03064	Proteasome
K03065	Proteasome
K03066	Proteasome
K03420	Proteasome
K03432	Proteasome
K03433	Proteasome
K06691	Proteasome
K06696	Proteasome
K06697	Proteasome
K10881	Proteasome
K13527	Proteasome
K13571	Proteasome
K03094	Ubiquitin system
K03347	Ubiquitin system
K03348	Ubiquitin system
K03349	Ubiquitin system
K03350	Ubiquitin system
K03351	Ubiquitin system
K03352	Ubiquitin system
K03353	Ubiquitin system
K03354	Ubiquitin system
K03355	Ubiquitin system
K03356	Ubiquitin system
K03357	Ubiquitin system
K03358	Ubiquitin system
K03359	Ubiquitin system
K03360	Ubiquitin system
K03361	Ubiquitin system
K03362	Ubiquitin system
K03363	Ubiquitin system
K03364	Ubiquitin system
K03868	Ubiquitin system
K03869	Ubiquitin system
K03870	Ubiquitin system
K03871	Ubiquitin system
K03872	Ubiquitin system
K03873	Ubiquitin system
K03875	Ubiquitin system
K04694	Ubiquitin system
K04695	Ubiquitin system
K04696	Ubiquitin system
K04697	Ubiquitin system
K04698	Ubiquitin system
K04699	Ubiquitin system
K04701	Ubiquitin system
K10099	Ubiquitin system
K10100	Ubiquitin system
K10140	Ubiquitin system
K10259	Ubiquitin system
K10260	Ubiquitin system
K10523	Ubiquitin system
K10570	Ubiquitin system
K10609	Ubiquitin system
K10610	Ubiquitin system
K10611	Ubiquitin system
K10612	Ubiquitin system
K12456	Ubiquitin system
K02000	Mineral and organic ion transport
K02001	Mineral and organic ion transport
K02002	Mineral and organic ion transport
K02010	Mineral and organic ion transport
K02011	Mineral and organic ion transport
K02012	Mineral and organic ion transport
K02017	Mineral and organic ion transport
K02018	Mineral and organic ion transport
K02020	Mineral and organic ion transport
K02045	Mineral and organic ion transport
K02046	Mineral and organic ion transport
K02047	Mineral and organic ion transport
K02048	Mineral and organic ion transport
K02049	Mineral and organic ion transport
K02050	Mineral and organic ion transport
K02051	Mineral and organic ion transport
K02052	Mineral and organic ion transport
K02053	Mineral and organic ion transport
K02054	Mineral and organic ion transport
K02055	Mineral and organic ion transport
K02062	Mineral and organic ion transport
K02063	Mineral and organic ion transport
K02064	Mineral and organic ion transport
K05772	Mineral and organic ion transport
K05773	Mineral and organic ion transport
K05776	Mineral and organic ion transport
K05777	Mineral and organic ion transport
K05778	Mineral and organic ion transport
K05779	Mineral and organic ion transport
K05845	Mineral and organic ion transport
K05846	Mineral and organic ion transport
K05847	Mineral and organic ion transport
K06857	Mineral and organic ion transport
K10831	Mineral and organic ion transport
K11069	Mineral and organic ion transport
K11070	Mineral and organic ion transport
K11071	Mineral and organic ion transport
K11072	Mineral and organic ion transport
K11073	Mineral and organic ion transport
K11074	Mineral and organic ion transport
K11075	Mineral and organic ion transport
K11076	Mineral and organic ion transport
K11077	Mineral and organic ion transport
K11078	Mineral and organic ion transport
K11079	Mineral and organic ion transport
K11080	Mineral and organic ion transport
K11081	Mineral and organic ion transport
K11082	Mineral and organic ion transport
K11083	Mineral and organic ion transport
K11084	Mineral and organic ion transport
K11950	Mineral and organic ion transport
K11951	Mineral and organic ion transport
K11952	Mineral and organic ion transport
K11953	Mineral and organic ion transport
K15495	Mineral and organic ion transport
K15496	Mineral and organic ion transport
K15497	Mineral and organic ion transport
K15551	Mineral and organic ion transport
K15552	Mineral and organic ion transport
K15553	Mineral and organic ion transport
K15554	Mineral and organic ion transport
K15555	Mineral and organic ion transport
K15556	Mineral and organic ion transport
K15557	Mineral and organic ion transport
K15558	Mineral and organic ion transport
K15576	Mineral and organic ion transport
K15577	Mineral and organic ion transport
K15578	Mineral and organic ion transport
K15579	Mineral and organic ion transport
K15598	Mineral and organic ion transport
K15599	Mineral and organic ion transport
K15600	Mineral and organic ion transport
K02025	Saccharide/polyol/lipid transport
K02026	Saccharide/polyol/lipid transport
K02027	Saccharide/polyol/lipid transport
K02056	Saccharide/polyol/lipid transport
K02057	Saccharide/polyol/lipid transport
K02058	Saccharide/polyol/lipid transport
K02065	Saccharide/polyol/lipid transport
K02066	Saccharide/polyol/lipid transport
K02067	Saccharide/polyol/lipid transport
K02068	Saccharide/polyol/lipid transport
K02069	Saccharide/polyol/lipid transport
K05813	Saccharide/polyol/lipid transport
K05814	Saccharide/polyol/lipid transport
K05815	Saccharide/polyol/lipid transport
K05816	Saccharide/polyol/lipid transport
K07122	Saccharide/polyol/lipid transport
K07323	Saccharide/polyol/lipid transport
K10108	Saccharide/polyol/lipid transport
K10109	Saccharide/polyol/lipid transport
K10110	Saccharide/polyol/lipid transport
K10111	Saccharide/polyol/lipid transport
K10112	Saccharide/polyol/lipid transport
K10117	Saccharide/polyol/lipid transport
K10118	Saccharide/polyol/lipid transport
K10119	Saccharide/polyol/lipid transport
K10120	Saccharide/polyol/lipid transport
K10121	Saccharide/polyol/lipid transport
K10122	Saccharide/polyol/lipid transport
K10188	Saccharide/polyol/lipid transport
K10189	Saccharide/polyol/lipid transport
K10190	Saccharide/polyol/lipid transport
K10191	Saccharide/polyol/lipid transport
K10192	Saccharide/polyol/lipid transport
K10193	Saccharide/polyol/lipid transport
K10194	Saccharide/polyol/lipid transport
K10195	Saccharide/polyol/lipid transport
K10196	Saccharide/polyol/lipid transport
K10197	Saccharide/polyol/lipid transport
K10198	Saccharide/polyol/lipid transport
K10199	Saccharide/polyol/lipid transport
K10200	Saccharide/polyol/lipid transport
K10201	Saccharide/polyol/lipid transport
K10202	Saccharide/polyol/lipid transport
K10227	Saccharide/polyol/lipid transport
K10228	Saccharide/polyol/lipid transport
K10229	Saccharide/polyol/lipid transport
K10232	Saccharide/polyol/lipid transport
K10233	Saccharide/polyol/lipid transport
K10234	Saccharide/polyol/lipid transport
K10235	Saccharide/polyol/lipid transport
K10236	Saccharide/polyol/lipid transport
K10237	Saccharide/polyol/lipid transport
K10238	Saccharide/polyol/lipid transport
K10240	Saccharide/polyol/lipid transport
K10241	Saccharide/polyol/lipid transport
K10242	Saccharide/polyol/lipid transport
K10439	Saccharide/polyol/lipid transport
K10440	Saccharide/polyol/lipid transport
K10441	Saccharide/polyol/lipid transport
K10537	Saccharide/polyol/lipid transport
K10538	Saccharide/polyol/lipid transport
K10539	Saccharide/polyol/lipid transport
K10540	Saccharide/polyol/lipid transport
K10541	Saccharide/polyol/lipid transport
K10542	Saccharide/polyol/lipid transport
K10543	Saccharide/polyol/lipid transport
K10544	Saccharide/polyol/lipid transport
K10545	Saccharide/polyol/lipid transport
K10546	Saccharide/polyol/lipid transport
K10547	Saccharide/polyol/lipid transport
K10548	Saccharide/polyol/lipid transport
K10549	Saccharide/polyol/lipid transport
K10550	Saccharide/polyol/lipid transport
K10551	Saccharide/polyol/lipid transport
K10552	Saccharide/polyol/lipid transport
K10553	Saccharide/polyol/lipid transport
K10554	Saccharide/polyol/lipid transport
K10555	Saccharide/polyol/lipid transport
K10556	Saccharide/polyol/lipid transport
K10557	Saccharide/polyol/lipid transport
K10558	Saccharide/polyol/lipid transport
K10559	Saccharide/polyol/lipid transport
K10560	Saccharide/polyol/lipid transport
K10561	Saccharide/polyol/lipid transport
K10562	Saccharide/polyol/lipid transport
K15770	Saccharide/polyol/lipid transport
K15771	Saccharide/polyol/lipid transport
K15772	Saccharide/polyol/lipid transport
K17202	Saccharide/polyol/lipid transport
K17203	Saccharide/polyol/lipid transport
K17204	Saccharide/polyol/lipid transport
K17205	Saccharide/polyol/lipid transport
K17206	Saccharide/polyol/lipid transport
K17207	Saccharide/polyol/lipid transport
K17208	Saccharide/polyol/lipid transport
K17209	Saccharide/polyol/lipid transport
K17210	Saccharide/polyol/lipid transport
K17213	Saccharide/polyol/lipid transport
K17214	Saccharide/polyol/lipid transport
K17215	Saccharide/polyol/lipid transport
K17234	Saccharide/polyol/lipid transport
K17235	Saccharide/polyol/lipid transport
K17236	Saccharide/polyol/lipid transport
K17237	Saccharide/polyol/lipid transport
K17238	Saccharide/polyol/lipid transport
K17239	Saccharide/polyol/lipid transport
K17240	Saccharide/polyol/lipid transport
K17241	Saccharide/polyol/lipid transport
K17242	Saccharide/polyol/lipid transport
K17243	Saccharide/polyol/lipid transport
K17244	Saccharide/polyol/lipid transport
K17245	Saccharide/polyol/lipid transport
K17246	Saccharide/polyol/lipid transport
K17311	Saccharide/polyol/lipid transport
K17312	Saccharide/polyol/lipid transport
K17313	Saccharide/polyol/lipid transport
K17314	Saccharide/polyol/lipid transport
K17315	Saccharide/polyol/lipid transport
K17316	Saccharide/polyol/lipid transport
K17317	Saccharide/polyol/lipid transport
K17318	Saccharide/polyol/lipid transport
K17319	Saccharide/polyol/lipid transport
K17320	Saccharide/polyol/lipid transport
K17321	Saccharide/polyol/lipid transport
K17322	Saccharide/polyol/lipid transport
K17323	Saccharide/polyol/lipid transport
K17324	Saccharide/polyol/lipid transport
K17325	Saccharide/polyol/lipid transport
K17326	Saccharide/polyol/lipid transport
K17327	Saccharide/polyol/lipid transport
K17328	Saccharide/polyol/lipid transport
K17329	Saccharide/polyol/lipid transport
K17330	Saccharide/polyol/lipid transport
K17331	Saccharide/polyol/lipid transport
K18480	Saccharide/polyol/lipid transport
K18481	Saccharide/polyol/lipid transport
K01995	Phosphate/AA transport system
K01996	Phosphate/AA transport system
K01997	Phosphate/AA transport system
K01998	Phosphate/AA transport system
K01999	Phosphate/AA transport system
K02028	Phosphate/AA transport system
K02029	Phosphate/AA transport system
K02030	Phosphate/AA transport system
K02036	Phosphate/AA transport system
K02037	Phosphate/AA transport system
K02038	Phosphate/AA transport system
K02040	Phosphate/AA transport system
K02041	Phosphate/AA transport system
K02042	Phosphate/AA transport system
K02044	Phosphate/AA transport system
K02071	Phosphate/AA transport system
K02072	Phosphate/AA transport system
K02073	Phosphate/AA transport system
K02424	Phosphate/AA transport system
K09969	Phosphate/AA transport system
K09970	Phosphate/AA transport system
K09971	Phosphate/AA transport system
K09972	Phosphate/AA transport system
K09996	Phosphate/AA transport system
K09997	Phosphate/AA transport system
K09998	Phosphate/AA transport system
K09999	Phosphate/AA transport system
K10000	Phosphate/AA transport system
K10001	Phosphate/AA transport system
K10002	Phosphate/AA transport system
K10003	Phosphate/AA transport system
K10004	Phosphate/AA transport system
K10005	Phosphate/AA transport system
K10006	Phosphate/AA transport system
K10007	Phosphate/AA transport system
K10008	Phosphate/AA transport system
K10009	Phosphate/AA transport system
K10010	Phosphate/AA transport system
K10013	Phosphate/AA transport system
K10014	Phosphate/AA transport system
K10015	Phosphate/AA transport system
K10016	Phosphate/AA transport system
K10017	Phosphate/AA transport system
K10018	Phosphate/AA transport system
K10019	Phosphate/AA transport system
K10020	Phosphate/AA transport system
K10021	Phosphate/AA transport system
K10022	Phosphate/AA transport system
K10023	Phosphate/AA transport system
K10024	Phosphate/AA transport system
K10025	Phosphate/AA transport system
K10036	Phosphate/AA transport system
K10037	Phosphate/AA transport system
K10038	Phosphate/AA transport system
K10039	Phosphate/AA transport system
K10040	Phosphate/AA transport system
K10041	Phosphate/AA transport system
K11954	Phosphate/AA transport system
K11955	Phosphate/AA transport system
K11956	Phosphate/AA transport system
K11957	Phosphate/AA transport system
K11958	Phosphate/AA transport system
K11959	Phosphate/AA transport system
K11960	Phosphate/AA transport system
K11961	Phosphate/AA transport system
K11962	Phosphate/AA transport system
K11963	Phosphate/AA transport system
K16956	Phosphate/AA transport system
K16957	Phosphate/AA transport system
K16958	Phosphate/AA transport system
K16959	Phosphate/AA transport system
K16960	Phosphate/AA transport system
K16961	Phosphate/AA transport system
K16962	Phosphate/AA transport system
K16963	Phosphate/AA transport system
K17062	Phosphate/AA transport system
K17063	Phosphate/AA transport system
K17073	Phosphate/AA transport system
K17074	Phosphate/AA transport system
K17076	Phosphate/AA transport system
K02031	Peptide/nickel transport
K02032	Peptide/nickel transport
K02033	Peptide/nickel transport
K02034	Peptide/nickel transport
K02035	Peptide/nickel transport
K10823	Peptide/nickel transport
K10824	Peptide/nickel transport
K12368	Peptide/nickel transport
K12369	Peptide/nickel transport
K12370	Peptide/nickel transport
K12371	Peptide/nickel transport
K12372	Peptide/nickel transport
K13889	Peptide/nickel transport
K13890	Peptide/nickel transport
K13891	Peptide/nickel transport
K13892	Peptide/nickel transport
K13893	Peptide/nickel transport
K13894	Peptide/nickel transport
K13895	Peptide/nickel transport
K13896	Peptide/nickel transport
K15580	Peptide/nickel transport
K15581	Peptide/nickel transport
K15582	Peptide/nickel transport
K15583	Peptide/nickel transport
K15584	Peptide/nickel transport
K15585	Peptide/nickel transport
K15586	Peptide/nickel transport
K15587	Peptide/nickel transport
K16199	Peptide/nickel transport
K16200	Peptide/nickel transport
K16201	Peptide/nickel transport
K16202	Peptide/nickel transport
K19226	Peptide/nickel transport
K19227	Peptide/nickel transport
K19228	Peptide/nickel transport
K19229	Peptide/nickel transport
K19230	Peptide/nickel transport
K01989	Metallic cation/siderophore/B12 transport
K02006	Metallic cation/siderophore/B12 transport
K02007	Metallic cation/siderophore/B12 transport
K02008	Metallic cation/siderophore/B12 transport
K02009	Metallic cation/siderophore/B12 transport
K02013	Metallic cation/siderophore/B12 transport
K02015	Metallic cation/siderophore/B12 transport
K02016	Metallic cation/siderophore/B12 transport
K02074	Metallic cation/siderophore/B12 transport
K02075	Metallic cation/siderophore/B12 transport
K02077	Metallic cation/siderophore/B12 transport
K03523	Metallic cation/siderophore/B12 transport
K05832	Metallic cation/siderophore/B12 transport
K05833	Metallic cation/siderophore/B12 transport
K06073	Metallic cation/siderophore/B12 transport
K06074	Metallic cation/siderophore/B12 transport
K06858	Metallic cation/siderophore/B12 transport
K09815	Metallic cation/siderophore/B12 transport
K09816	Metallic cation/siderophore/B12 transport
K09817	Metallic cation/siderophore/B12 transport
K09818	Metallic cation/siderophore/B12 transport
K09819	Metallic cation/siderophore/B12 transport
K09820	Metallic cation/siderophore/B12 transport
K10094	Metallic cation/siderophore/B12 transport
K10830	Metallic cation/siderophore/B12 transport
K11601	Metallic cation/siderophore/B12 transport
K11602	Metallic cation/siderophore/B12 transport
K11603	Metallic cation/siderophore/B12 transport
K11604	Metallic cation/siderophore/B12 transport
K11605	Metallic cation/siderophore/B12 transport
K11606	Metallic cation/siderophore/B12 transport
K11607	Metallic cation/siderophore/B12 transport
K11704	Metallic cation/siderophore/B12 transport
K11705	Metallic cation/siderophore/B12 transport
K11706	Metallic cation/siderophore/B12 transport
K11707	Metallic cation/siderophore/B12 transport
K11708	Metallic cation/siderophore/B12 transport
K11709	Metallic cation/siderophore/B12 transport
K11710	Metallic cation/siderophore/B12 transport
K16783	Metallic cation/siderophore/B12 transport
K16784	Metallic cation/siderophore/B12 transport
K16785	Metallic cation/siderophore/B12 transport
K16786	Metallic cation/siderophore/B12 transport
K16787	Metallic cation/siderophore/B12 transport
K16915	Metallic cation/siderophore/B12 transport
K16923	Metallic cation/siderophore/B12 transport
K16924	Metallic cation/siderophore/B12 transport
K16925	Metallic cation/siderophore/B12 transport
K16926	Metallic cation/siderophore/B12 transport
K16927	Metallic cation/siderophore/B12 transport
K16928	Metallic cation/siderophore/B12 transport
K16929	Metallic cation/siderophore/B12 transport
K19971	Metallic cation/siderophore/B12 transport
K19972	Metallic cation/siderophore/B12 transport
K19973	Metallic cation/siderophore/B12 transport
K19975	Metallic cation/siderophore/B12 transport
K19976	Metallic cation/siderophore/B12 transport
K01990	ABC-2 type and other transport
K01992	ABC-2 type and other transport
K02003	ABC-2 type and other transport
K02004	ABC-2 type and other transport
K02193	ABC-2 type and other transport
K02194	ABC-2 type and other transport
K02195	ABC-2 type and other transport
K06861	ABC-2 type and other transport
K07091	ABC-2 type and other transport
K09688	ABC-2 type and other transport
K09689	ABC-2 type and other transport
K09690	ABC-2 type and other transport
K09691	ABC-2 type and other transport
K09692	ABC-2 type and other transport
K09693	ABC-2 type and other transport
K09694	ABC-2 type and other transport
K09695	ABC-2 type and other transport
K09696	ABC-2 type and other transport
K09697	ABC-2 type and other transport
K09808	ABC-2 type and other transport
K09810	ABC-2 type and other transport
K09811	ABC-2 type and other transport
K09812	ABC-2 type and other transport
K09813	ABC-2 type and other transport
K09814	ABC-2 type and other transport
K10107	ABC-2 type and other transport
K11050	ABC-2 type and other transport
K11051	ABC-2 type and other transport
K11631	ABC-2 type and other transport
K11632	ABC-2 type and other transport
K11635	ABC-2 type and other transport
K11636	ABC-2 type and other transport
K11720	ABC-2 type and other transport
K16905	ABC-2 type and other transport
K16906	ABC-2 type and other transport
K16907	ABC-2 type and other transport
K16916	ABC-2 type and other transport
K16917	ABC-2 type and other transport
K16918	ABC-2 type and other transport
K16919	ABC-2 type and other transport
K16920	ABC-2 type and other transport
K16921	ABC-2 type and other transport
K18232	ABC-2 type and other transport
K18233	ABC-2 type and other transport
K19079	ABC-2 type and other transport
K19080	ABC-2 type and other transport
K19083	ABC-2 type and other transport
K19084	ABC-2 type and other transport
K19309	ABC-2 type and other transport
K19310	ABC-2 type and other transport
K19340	ABC-2 type and other transport
K19341	ABC-2 type and other transport
K20459	ABC-2 type and other transport
K20460	ABC-2 type and other transport
K20461	ABC-2 type and other transport
K20490	ABC-2 type and other transport
K20491	ABC-2 type and other transport
K20492	ABC-2 type and other transport
K20494	ABC-2 type and other transport
K01493	Bacterial secretion system
K02236	Bacterial secretion system
K02237	Bacterial secretion system
K02238	Bacterial secretion system
K02239	Bacterial secretion system
K02240	Bacterial secretion system
K02241	Bacterial secretion system
K02242	Bacterial secretion system
K02243	Bacterial secretion system
K02244	Bacterial secretion system
K02245	Bacterial secretion system
K02246	Bacterial secretion system
K02247	Bacterial secretion system
K02248	Bacterial secretion system
K02249	Bacterial secretion system
K02450	Bacterial secretion system
K02451	Bacterial secretion system
K02452	Bacterial secretion system
K02453	Bacterial secretion system
K02454	Bacterial secretion system
K02455	Bacterial secretion system
K02456	Bacterial secretion system
K02457	Bacterial secretion system
K02458	Bacterial secretion system
K02459	Bacterial secretion system
K02460	Bacterial secretion system
