CDS	DNA	RNA
TOBG-MED-800_1672	15.306958	1.611852
TOBG-MED-800_1673	5.331885	12.376799
TOBG-MED-800_1674	9.534324	6.322666
TOBG-MED-800_1675	6.569526	0
TOBG-MED-800_1676	70.245744	0
TOBG-MED-800_1677	4.38123	0
TOBG-MED-800_1678	9.596798	0
TOBG-MED-800_1679	7.26556	0
TOBG-MED-800_168	6.27356	0
TOBG-MED-800_1681	5.188346	16.176798
TOBG-MED-800_1682	6.503256	11.837759
TOBG-MED-800_1683	6.328232	0
TOBG-MED-800_1684	10.011339	1.442113
TOBG-MED-800_1685	11.618144	0
TOBG-MED-800_1686	7.474733	5.158061
TOBG-MED-800_1687	10.485852	13.507932
TOBG-MED-800_1688	8.87321	0
TOBG-MED-800_1689	11.795124	0
TOBG-MED-800_169	10.810548	0
TOBG-MED-800_1690	6.59853	0
TOBG-MED-800_1691	7.593985	0
TOBG-MED-800_1692	15.867404	24.500728
TOBG-MED-800_1693	6.234605	0
TOBG-MED-800_1694	8.326797	0
TOBG-MED-800_1695	5.375708	0
TOBG-MED-800_1696	8.363583	0
TOBG-MED-800_1697	4.071355	0
TOBG-MED-800_1698	7.616559	0
TOBG-MED-800_1699	1.840283	0
TOBG-MED-800_17	10.778544	0
TOBG-MED-800_170	13.55064	0
TOBG-MED-800_1700	6.329299	0
TOBG-MED-800_1701	7.941211	0
TOBG-MED-800_1702	3.530423	0
TOBG-MED-800_1703	2.470738	0
TOBG-MED-800_1704	5.069321	0
TOBG-MED-800_1705	8.842424	23.854871
TOBG-MED-800_1706	4.873848	0
TOBG-MED-800_1707	11.610359	60.288536
TOBG-MED-800_1708	16.138349	0
TOBG-MED-800_1709	7.345243	6.292377
TOBG-MED-800_171	11.156647	0
TOBG-MED-800_1710	7.494348	0
TOBG-MED-800_1711	5.513784	0
TOBG-MED-800_1712	10.852631	0
TOBG-MED-800_1713	6.121036	6.292377
TOBG-MED-800_1714	16.800711	8.146122
TOBG-MED-800_1715	9.507487	0
TOBG-MED-800_1716	42.956088	0
TOBG-MED-800_1718	8.055296	0
TOBG-MED-800_1719	6.565539	2.967005
TOBG-MED-800_172	10.274036	0
TOBG-MED-800_1720	18.243587	0
TOBG-MED-800_1722	16.205147	0
TOBG-MED-800_1723	5.987699	0
TOBG-MED-800_1724	28.560861	0
TOBG-MED-800_1725	145.771859	0
TOBG-MED-800_1726	11.863345	0
TOBG-MED-800_1727	25.211785	39.399046
TOBG-MED-800_1728	4.990962	2.139231
TOBG-MED-800_1729	3.201923	0
TOBG-MED-800_173	8.98444	0.849653
TOBG-MED-800_1730	2.851817	17.201355
TOBG-MED-800_1731	8.610048	0
TOBG-MED-800_1732	11.980033	0
TOBG-MED-800_1733	9.314802	0
TOBG-MED-800_1734	5.522727	0
TOBG-MED-800_1736	3.000103	0
TOBG-MED-800_1737	9.773597	0
TOBG-MED-800_1738	332.228225	1659.677823
TOBG-MED-800_1739	9.154192	0
TOBG-MED-800_1740	5.211785	0
TOBG-MED-800_1741	14.000928	0
TOBG-MED-800_1742	7.578239	99.024378
TOBG-MED-800_1743	3.460503	12.81991
TOBG-MED-800_1744	4.39902	0
TOBG-MED-800_1745	2.569574	0
TOBG-MED-800_1746	6.05089	0
TOBG-MED-800_1747	3.615231	15.264563
TOBG-MED-800_1748	12.581917	0
TOBG-MED-800_1749	7.107341	0
TOBG-MED-800_175	2.644383	1.176706
TOBG-MED-800_1750	6.260105	0
TOBG-MED-800_1752	8.630483	0
TOBG-MED-800_1753	10.265588	0
TOBG-MED-800_1754	16.033988	8.530271
TOBG-MED-800_1755	10.318361	3.193858
TOBG-MED-800_1757	16.850177	0
TOBG-MED-800_1758	6.69661	0
TOBG-MED-800_1759	12.71676	0
TOBG-MED-800_176	7.918803	0
TOBG-MED-800_1760	11.628614	1.455086
TOBG-MED-800_1761	4.181792	0
TOBG-MED-800_1762	4.311664	2.193304
TOBG-MED-800_1763	11.991236	0
TOBG-MED-800_1764	9.412716	0
TOBG-MED-800_1765	10.145807	8.597662
TOBG-MED-800_1766	10.712219	5.582822
TOBG-MED-800_1767	22.348809	0
TOBG-MED-800_1768	9.872915	0
TOBG-MED-800_1769	8.228492	3.160712
TOBG-MED-800_177	5.782725	0
TOBG-MED-800_1770	5.410837	12.557664
TOBG-MED-800_1772	3.25843	0
TOBG-MED-800_1776	2.447448	0
TOBG-MED-800_1777	1.509134	0
TOBG-MED-800_1778	3.051397	13.753668
TOBG-MED-800_1779	1.136045	0
TOBG-MED-800_178	7.486442	0
TOBG-MED-800_1782	1.674152	0
TOBG-MED-800_1783	1.754514	0
TOBG-MED-800_1784	3.000103	0
TOBG-MED-800_1785	16.900261	0
TOBG-MED-800_1786	1.053102	0
TOBG-MED-800_1788	3.592516	0
TOBG-MED-800_1789	1.84101	0
TOBG-MED-800_179	7.736348	0.719886
TOBG-MED-800_1790	4.54806	0
TOBG-MED-800_1792	4.984551	0
TOBG-MED-800_1795	6.829481	0
TOBG-MED-800_1796	7.938842	9.299361
TOBG-MED-800_1797	16.182581	146.172897
TOBG-MED-800_1798	4.435018	0
TOBG-MED-800_1799	10.593693	0
TOBG-MED-800_18	7.52431	0
TOBG-MED-800_1800	17.762019	22.645246
TOBG-MED-800_1801	7.345243	8.389836
TOBG-MED-800_1802	9.002474	0
TOBG-MED-800_1803	6.102795	0
TOBG-MED-800_1804	12.829539	0
TOBG-MED-800_1805	12.441065	1.5471
TOBG-MED-800_1806	6.973504	0
TOBG-MED-800_1807	12.558703	0
TOBG-MED-800_1808	4.225438	0
TOBG-MED-800_1809	2.571508	4.41021
TOBG-MED-800_181	9.674113	0
TOBG-MED-800_1810	11.108237	12.772812
TOBG-MED-800_1813	25.84964	0
TOBG-MED-800_1814	1.742023	2.954571
TOBG-MED-800_1815	5.812107	1.818734
TOBG-MED-800_1816	6.843391	0
TOBG-MED-800_1817	4.500155	0
TOBG-MED-800_1819	2.503837	0
TOBG-MED-800_182	6.631961	0
TOBG-MED-800_1820	4.526292	0
TOBG-MED-800_1821	6.634246	0
TOBG-MED-800_1822	11.266841	0
TOBG-MED-800_1823	3.356128	3.821784
TOBG-MED-800_1824	7.124872	0.866794
TOBG-MED-800_1825	2.898232	0
TOBG-MED-800_1826	46.180975	0
TOBG-MED-800_1827	2.460014	0
TOBG-MED-800_1828	3.412337	0
TOBG-MED-800_1829	7.864855	0
TOBG-MED-800_183	6.845161	0
TOBG-MED-800_1830	2.74854	0
TOBG-MED-800_1831	5.315227	0
TOBG-MED-800_1832	1.545057	0
TOBG-MED-800_1833	7.616559	0
TOBG-MED-800_1835	4.220257	8.095107
TOBG-MED-800_1836	2.175444	0
TOBG-MED-800_1837	8.489393	0
TOBG-MED-800_1838	4.357487	0
TOBG-MED-800_1839	4.86129	2.446605
TOBG-MED-800_184	10.588281	0
TOBG-MED-800_1840	6.586911	0
TOBG-MED-800_1841	2.237419	0
TOBG-MED-800_1843	6.596189	0
TOBG-MED-800_1844	1.832349	0.514139
TOBG-MED-800_1845	6.73614	0
TOBG-MED-800_1846	8.548684	5.915569
TOBG-MED-800_1847	5.641666	0
TOBG-MED-800_1848	3.638311	7.270126
TOBG-MED-800_1849	4.593596	0
TOBG-MED-800_185	8.300235	3.188862
TOBG-MED-800_1850	11.569859	0
TOBG-MED-800_1851	6.850833	0
TOBG-MED-800_1852	7.32591	0
TOBG-MED-800_1853	7.330849	0
TOBG-MED-800_1854	1.922023	0
TOBG-MED-800_1855	1.707918	0
TOBG-MED-800_1856	11.158615	0
TOBG-MED-800_1857	5.96264	0
TOBG-MED-800_1858	5.224591	28.773426
TOBG-MED-800_1859	3.24458	0
TOBG-MED-800_186	3.816588	12.004855
TOBG-MED-800_1860	5.520848	9.629325
TOBG-MED-800_1861	7.570024	0.922634
TOBG-MED-800_1862	4.674569	0
TOBG-MED-800_1863	12.50616	0
TOBG-MED-800_1864	8.889042	2.262605
TOBG-MED-800_1865	12.833177	6.143341
TOBG-MED-800_1866	7.861064	0
TOBG-MED-800_1867	7.277567	0
TOBG-MED-800_1868	6.621901	4.465806
TOBG-MED-800_1869	13.775684	2.028442
TOBG-MED-800_187	5.832644	0
TOBG-MED-800_1870	3.414987	11.673013
TOBG-MED-800_1871	6.196783	0
TOBG-MED-800_1872	11.027568	0
TOBG-MED-800_1873	6.505751	0
TOBG-MED-800_1874	11.777949	0
TOBG-MED-800_1875	8.324428	0
TOBG-MED-800_1876	6.383339	4.914542
TOBG-MED-800_1877	3.87012	0
TOBG-MED-800_1878	8.652947	8.632375
TOBG-MED-800_1879	2.696154	0
TOBG-MED-800_188	10.546227	7.807748
TOBG-MED-800_1880	1.966301	0
TOBG-MED-800_1881	2.15874	0
TOBG-MED-800_1882	13.715837	1.798913
TOBG-MED-800_1883	5.578324	0
TOBG-MED-800_1884	8.416776	0
TOBG-MED-800_1885	5.505996	3.327145
TOBG-MED-800_1886	5.508252	6.389526
TOBG-MED-800_1887	5.352123	10.153597
TOBG-MED-800_1888	3.348305	0
TOBG-MED-800_1889	7.462519	0
TOBG-MED-800_189	8.37324	9.00905
TOBG-MED-800_1890	17.684847	0
TOBG-MED-800_1891	1.337745	0
TOBG-MED-800_1892	3.390284	0
TOBG-MED-800_1893	4.59299	0
TOBG-MED-800_1894	3.000103	0
TOBG-MED-800_1895	6.227048	0
TOBG-MED-800_1896	7.389528	2.353491
TOBG-MED-800_1897	2.544392	0
TOBG-MED-800_1898	3.530423	0
TOBG-MED-800_1899	10.721266	0
TOBG-MED-800_19	4.485301	0
TOBG-MED-800_190	7.346206	8.98453
TOBG-MED-800_1900	5.261855	0
TOBG-MED-800_1901	1.915526	0.81423
TOBG-MED-800_1902	4.387147	1.852812
TOBG-MED-800_1903	9.268705	0
TOBG-MED-800_1904	11.329472	0
TOBG-MED-800_1905	6.468949	0
TOBG-MED-800_1906	12.417727	12.771797
TOBG-MED-800_1907	7.01487	0
TOBG-MED-800_1908	9.364218	2.299518
TOBG-MED-800_1909	6.978349	6.24002
TOBG-MED-800_191	6.382257	0
TOBG-MED-800_1910	9.979498	0
TOBG-MED-800_1911	31.046741	0
TOBG-MED-800_1912	14.097219	0
TOBG-MED-800_1913	13.922266	0
TOBG-MED-800_1914	11.344962	0
TOBG-MED-800_1915	8.457476	6.579041
TOBG-MED-800_1916	13.480142	0
TOBG-MED-800_1917	9.983629	0
TOBG-MED-800_1918	6.179712	7.019318
TOBG-MED-800_1919	6.873906	0
TOBG-MED-800_192	6.723369	0
TOBG-MED-800_1920	9.083407	0
TOBG-MED-800_1921	6.227048	5.467494
TOBG-MED-800_1922	6.519238	2.493128
TOBG-MED-800_1923	7.174507	0.22151
TOBG-MED-800_1924	7.516165	0
TOBG-MED-800_1925	2.914389	0
TOBG-MED-800_1926	6.27356	0
TOBG-MED-800_1927	5.423837	0
TOBG-MED-800_1928	3.690021	0
TOBG-MED-800_1929	7.760996	0
TOBG-MED-800_193	8.545569	0.737534
TOBG-MED-800_1930	4.231249	0
TOBG-MED-800_1931	2.480243	0
TOBG-MED-800_1932	2.065594	0
TOBG-MED-800_1933	4.414294	0
TOBG-MED-800_1934	4.953266	0
TOBG-MED-800_1935	4.800326	0
TOBG-MED-800_1936	5.21659	0
TOBG-MED-800_1937	6.65444	0
TOBG-MED-800_1938	4.990962	13.905002
TOBG-MED-800_1939	3.844045	0
TOBG-MED-800_194	4.47431	0
TOBG-MED-800_1942	15.135324	0
TOBG-MED-800_1943	6.299248	0
TOBG-MED-800_1944	9.267099	0
TOBG-MED-800_1945	8.003392	0
TOBG-MED-800_1946	1.611794	0
TOBG-MED-800_1947	5.911021	0
TOBG-MED-800_1948	4.873848	0
TOBG-MED-800_1949	11.49667	0
TOBG-MED-800_195	8.525519	0
TOBG-MED-800_1951	6.101363	0
TOBG-MED-800_1953	6.856092	0
TOBG-MED-800_1954	4.359545	0
TOBG-MED-800_1955	1.262523	0
TOBG-MED-800_1956	6.929482	5.8202
TOBG-MED-800_1957	12.807692	0
TOBG-MED-800_196	6.229826	0
TOBG-MED-800_1961	2.4034	0
TOBG-MED-800_1962	3.065534	0
TOBG-MED-800_1963	16.205147	0
TOBG-MED-800_1964	5.018539	0
TOBG-MED-800_1965	9.584815	0
TOBG-MED-800_1966	3.704462	0
TOBG-MED-800_1968	109.680033	0
TOBG-MED-800_1969	11.314949	2.80571
TOBG-MED-800_197	2.916551	7.390001
TOBG-MED-800_1970	5.130526	2.000161
TOBG-MED-800_1971	16.071631	0
TOBG-MED-800_1972	4.022723	0
TOBG-MED-800_1973	6.25308	8.11413
TOBG-MED-800_1974	3.606447	3.196348
TOBG-MED-800_1975	0.767958	0
TOBG-MED-800_1976	5.051564	0
TOBG-MED-800_1977	45.995082	0
TOBG-MED-800_1978	10.378413	18.224979
TOBG-MED-800_1979	6.102795	0
TOBG-MED-800_198	9.513297	11.462358
TOBG-MED-800_1980	8.874263	0
TOBG-MED-800_1981	8.778114	0
TOBG-MED-800_1982	5.897033	0
TOBG-MED-800_1983	8.580965	0
TOBG-MED-800_1984	9.543406	7.503212
TOBG-MED-800_1985	8.30273	0
TOBG-MED-800_1986	10.127942	7.60084
TOBG-MED-800_1987	5.987699	0
TOBG-MED-800_1989	5.005729	0
TOBG-MED-800_199	5.684256	0
TOBG-MED-800_1990	9.747696	0
TOBG-MED-800_1991	7.143157	0
TOBG-MED-800_1992	6.476221	0
TOBG-MED-800_1993	3.555617	0
TOBG-MED-800_1994	51.124806	0
TOBG-MED-800_1996	6.350282	0
TOBG-MED-800_1997	7.416152	0
TOBG-MED-800_1998	4.842406	0
TOBG-MED-800_1999	4.787505	0.446777
TOBG-MED-800_2	7.258237	0
TOBG-MED-800_20	2.983583	0
TOBG-MED-800_200	7.709782	0
TOBG-MED-800_2002	10.595776	0
TOBG-MED-800_2003	14.181452	0
TOBG-MED-800_2004	10.368687	1.927175
TOBG-MED-800_2005	10.056808	0
TOBG-MED-800_2006	4.348107	0
TOBG-MED-800_2007	5.564169	0
TOBG-MED-800_2008	6.741304	18.234571
TOBG-MED-800_2009	3.927787	3.980246
TOBG-MED-800_201	7.884532	7.146633
TOBG-MED-800_2010	9.270661	0.558226
TOBG-MED-800_2011	8.897508	0
TOBG-MED-800_2012	14.506144	0
TOBG-MED-800_2017	3.20505	0
TOBG-MED-800_2018	5.082445	0
TOBG-MED-800_2019	6.233858	0
TOBG-MED-800_202	4.784954	2.516491
TOBG-MED-800_2020	8.644514	28.459851
TOBG-MED-800_2021	2.642461	0
TOBG-MED-800_2022	8.874263	0
TOBG-MED-800_2023	8.861949	5.429172
TOBG-MED-800_2024	11.842651	1.679381
TOBG-MED-800_2025	14.516475	0
TOBG-MED-800_2026	10.101364	3.937477
TOBG-MED-800_2027	6.690154	2.256355
TOBG-MED-800_2028	11.399639	0
TOBG-MED-800_2029	17.82606	0
TOBG-MED-800_203	7.333126	0
TOBG-MED-800_2030	4.614004	0
TOBG-MED-800_2031	5.846505	0
TOBG-MED-800_2032	8.626146	3.316872
TOBG-MED-800_2033	7.500258	6.476719
TOBG-MED-800_2034	8.833776	8.596769
TOBG-MED-800_2035	11.950238	0
TOBG-MED-800_2036	11.376469	6.077911
TOBG-MED-800_2039	1.272196	0
TOBG-MED-800_204	8.102574	0
TOBG-MED-800_2040	6.655698	1.874366
TOBG-MED-800_2041	11.686423	18.60589
TOBG-MED-800_2042	4.617226	0
TOBG-MED-800_2043	4.436605	0
TOBG-MED-800_2044	5.192045	0
TOBG-MED-800_2045	7.399489	94.566892
TOBG-MED-800_2046	9.600652	0
TOBG-MED-800_2047	5.022457	7.264829
TOBG-MED-800_2048	8.874263	1.249577
TOBG-MED-800_2049	5.852722	0
TOBG-MED-800_205	3.888429	0
TOBG-MED-800_2050	7.960136	9.648701
TOBG-MED-800_2051	10.914934	3.115768
TOBG-MED-800_2052	4.776082	0
TOBG-MED-800_2053	9.524209	0
TOBG-MED-800_2054	4.662919	0
TOBG-MED-800_2055	5.315227	3.006252
TOBG-MED-800_2056	9.027471	6.748146
TOBG-MED-800_2057	4.920028	0
TOBG-MED-800_2058	5.695809	0
TOBG-MED-800_2059	6.217225	0
TOBG-MED-800_206	10.90133	0
TOBG-MED-800_2060	6.428904	0
TOBG-MED-800_2061	6.239943	0
TOBG-MED-800_2062	10.778544	0
TOBG-MED-800_2063	5.952631	2.037773
TOBG-MED-800_2064	6.983055	0
TOBG-MED-800_2065	8.87321	1.894073
TOBG-MED-800_2066	11.678666	5.569935
TOBG-MED-800_2067	10.912809	0
TOBG-MED-800_2068	7.911623	0
TOBG-MED-800_2069	6.376461	0
TOBG-MED-800_207	4.185772	0
TOBG-MED-800_2070	6.329963	0
TOBG-MED-800_2071	5.714803	0
TOBG-MED-800_2072	3.829051	0
TOBG-MED-800_2073	4.012954	0
TOBG-MED-800_2074	6.611348	0
TOBG-MED-800_2075	11.62805	0
TOBG-MED-800_2077	1.747887	0
TOBG-MED-800_2078	7.631595	0
TOBG-MED-800_2079	8.846978	0
TOBG-MED-800_208	5.578324	0
TOBG-MED-800_2080	21.613804	0
TOBG-MED-800_2081	2.331459	3.286427
TOBG-MED-800_2082	3.779549	0
TOBG-MED-800_2083	6.330386	0
TOBG-MED-800_2084	7.289683	0
TOBG-MED-800_2085	4.301349	0
TOBG-MED-800_2086	3.457782	0
TOBG-MED-800_2087	8.317132	0
TOBG-MED-800_2088	11.777949	0
TOBG-MED-800_2089	8.40013	3.558623
TOBG-MED-800_2090	12.833177	1.228668
TOBG-MED-800_2091	3.629119	0
TOBG-MED-800_2092	7.408924	0
TOBG-MED-800_2093	4.762105	0
TOBG-MED-800_2094	5.406697	0
TOBG-MED-800_2095	5.475581	0
TOBG-MED-800_2096	6.486329	0
TOBG-MED-800_2097	2.777775	0.533587
TOBG-MED-800_2099	14.953653	0
TOBG-MED-800_21	8.110046	0
TOBG-MED-800_210	6.50439	7.959534
TOBG-MED-800_2100	9.177037	19.889399
TOBG-MED-800_2101	8.167925	0
TOBG-MED-800_2102	13.197059	0
TOBG-MED-800_2103	14.00484	0
TOBG-MED-800_2104	5.156869	0
TOBG-MED-800_2107	1.663426	0
TOBG-MED-800_2108	9.524209	0
TOBG-MED-800_2109	22.890132	0
TOBG-MED-800_211	6.688727	0
TOBG-MED-800_2110	6.476581	0
TOBG-MED-800_2111	10.798247	0
TOBG-MED-800_2112	4.435018	0
TOBG-MED-800_2113	8.743167	0
TOBG-MED-800_2114	5.764076	0
TOBG-MED-800_2115	7.482511	0
TOBG-MED-800_2116	2.983722	0
TOBG-MED-800_2117	4.890751	0
TOBG-MED-800_2118	11.730042	0
TOBG-MED-800_2119	9.872915	0
TOBG-MED-800_212	7.08531	0
TOBG-MED-800_2120	76.644865	0
TOBG-MED-800_2121	11.274248	0
TOBG-MED-800_2122	5.897033	0
TOBG-MED-800_2123	6.827466	0
TOBG-MED-800_2124	9.611097	0
TOBG-MED-800_2125	10.310859	0
TOBG-MED-800_2126	1.474843	0
TOBG-MED-800_2127	5.374507	0
TOBG-MED-800_2128	6.068046	0
TOBG-MED-800_2129	2.790515	0
TOBG-MED-800_213	4.713184	0
TOBG-MED-800_2130	3.139676	6.24391
TOBG-MED-800_2131	9.605769	0
TOBG-MED-800_2132	2.42601	0.510474
TOBG-MED-800_2133	4.444521	0
TOBG-MED-800_2134	1.425909	0
TOBG-MED-800_2135	6.243706	0
TOBG-MED-800_2136	9.633266	0
TOBG-MED-800_2137	7.764059	0
TOBG-MED-800_2138	8.367485	7.492626
TOBG-MED-800_2139	5.894949	0
TOBG-MED-800_214	8.000138	0
TOBG-MED-800_2140	4.288506	0
TOBG-MED-800_2141	6.353736	6.465692
TOBG-MED-800_2142	5.601936	18.243286
TOBG-MED-800_2143	2.536452	29.375345
TOBG-MED-800_2145	7.402821	5.382712
TOBG-MED-800_2146	4.022723	0
TOBG-MED-800_2147	7.411132	10.658804
TOBG-MED-800_2149	6.135859	0
TOBG-MED-800_215	7.474733	0
TOBG-MED-800_2150	7.709782	2.904636
TOBG-MED-800_2151	9.071191	0
TOBG-MED-800_2152	6.816667	62.652167
TOBG-MED-800_2153	7.94163	3.331702
TOBG-MED-800_2154	30.387872	0
TOBG-MED-800_2155	6.79374	0
TOBG-MED-800_2156	7.987261	0
TOBG-MED-800_2157	7.560117	2.135174
TOBG-MED-800_2158	11.175954	0
TOBG-MED-800_2159	3.552404	0
TOBG-MED-800_216	7.07555	0
TOBG-MED-800_2160	8.94396	0
TOBG-MED-800_2161	7.342343	0
TOBG-MED-800_2162	5.601936	28.554709
TOBG-MED-800_2163	8.576626	2.884629
TOBG-MED-800_2164	8.623329	0
TOBG-MED-800_2165	3.006373	0
TOBG-MED-800_2166	2.860322	3.018595
TOBG-MED-800_2167	3.729478	0
TOBG-MED-800_2169	13.131583	2.973975
TOBG-MED-800_217	3.051397	0
TOBG-MED-800_2170	5.481991	0
TOBG-MED-800_2171	25.68509	0
TOBG-MED-800_2173	91.332272	0
TOBG-MED-800_2174	12.310588	0
TOBG-MED-800_2175	13.88959	35.333361
TOBG-MED-800_2176	13.291171	0
TOBG-MED-800_2177	9.612769	4.554488
TOBG-MED-800_2178	5.063971	8.686675
TOBG-MED-800_2179	4.6066	0
TOBG-MED-800_218	7.369374	0
TOBG-MED-800_2180	6.879729	0.768837
TOBG-MED-800_2181	4.417732	0
TOBG-MED-800_2182	0.968481	0
TOBG-MED-800_2184	7.08697	0
TOBG-MED-800_2185	5.689305	0
TOBG-MED-800_2186	5.22127	6.933165
TOBG-MED-800_2187	7.270959	3.070366
TOBG-MED-800_2188	4.623538	27.282168
TOBG-MED-800_2189	6.529961	66.347298
TOBG-MED-800_219	6.319677	2.854372
TOBG-MED-800_2190	4.11936	0
TOBG-MED-800_2191	3.264115	0
TOBG-MED-800_2192	3.567832	3.027434
TOBG-MED-800_2193	4.81972	1.742598
TOBG-MED-800_2194	4.733766	2.00249
TOBG-MED-800_2195	8.76093	0
TOBG-MED-800_2196	6.117605	0
TOBG-MED-800_2197	8.483216	1.901805
TOBG-MED-800_2198	4.89765	0
TOBG-MED-800_2199	5.768305	6.088521
TOBG-MED-800_22	12.878491	0
TOBG-MED-800_220	3.348305	7.264829
TOBG-MED-800_2200	6.707437	45.245904
TOBG-MED-800_2201	6.515731	0
TOBG-MED-800_2202	11.112994	3.358353
TOBG-MED-800_2203	5.937723	0
TOBG-MED-800_2205	4.884487	0
TOBG-MED-800_2206	2.657614	3.757815
TOBG-MED-800_2207	7.857362	0
TOBG-MED-800_2208	2.085265	2.429723
TOBG-MED-800_221	4.514281	0
TOBG-MED-800_222	5.573537	0
TOBG-MED-800_223	3.899377	7.491168
TOBG-MED-800_224	6.369757	0
TOBG-MED-800_225	11.173217	0
TOBG-MED-800_226	3.976156	0
TOBG-MED-800_227	3.096506	0
TOBG-MED-800_228	5.340427	0
TOBG-MED-800_229	4.585825	0
TOBG-MED-800_23	6.268829	0
TOBG-MED-800_230	6.115691	0
TOBG-MED-800_231	4.697485	0
TOBG-MED-800_232	2.338166	0
TOBG-MED-800_233	6.935667	0
TOBG-MED-800_234	9.09612	0
TOBG-MED-800_235	5.713716	2.764471
TOBG-MED-800_236	2.127419	0
TOBG-MED-800_237	4.796002	0
TOBG-MED-800_238	10.074701	0
TOBG-MED-800_239	2.009036	0
TOBG-MED-800_24	7.341932	7.045854
TOBG-MED-800_241	7.492828	0
TOBG-MED-800_242	7.011854	10.336606
TOBG-MED-800_243	132.89129	0
TOBG-MED-800_244	9.495579	0
TOBG-MED-800_245	9.670763	0
TOBG-MED-800_246	1.777295	12.376799
TOBG-MED-800_247	5.03735	0
TOBG-MED-800_248	2.275822	4.019048
TOBG-MED-800_249	3.638311	0
TOBG-MED-800_25	8.846978	0
TOBG-MED-800_250	18.868134	0
TOBG-MED-800_251	7.165976	0
TOBG-MED-800_252	4.101651	0
TOBG-MED-800_256	1.669782	5.656318
TOBG-MED-800_258	3.808031	0
TOBG-MED-800_259	18.019655	0
TOBG-MED-800_26	5.344094	0
TOBG-MED-800_260	9.180736	0
TOBG-MED-800_261	9.136652	0
TOBG-MED-800_262	32.062568	0
TOBG-MED-800_263	49.624058	10.212341
TOBG-MED-800_264	13.195527	0
TOBG-MED-800_265	8.372795	8.692954
TOBG-MED-800_266	5.063971	0
TOBG-MED-800_267	5.758079	0.804841
TOBG-MED-800_268	9.396435	0
TOBG-MED-800_269	1.401242	0
TOBG-MED-800_27	16.197371	0
TOBG-MED-800_273	9.300323	0
TOBG-MED-800_274	17.045829	0
TOBG-MED-800_275	7.01398	0
TOBG-MED-800_276	10.044915	0
TOBG-MED-800_277	10.919742	2.91524
TOBG-MED-800_278	5.489365	0
TOBG-MED-800_279	15.550613	0
TOBG-MED-800_28	9.153926	0
TOBG-MED-800_280	7.708722	0
TOBG-MED-800_281	12.499394	47.963433
TOBG-MED-800_282	9.352665	0
TOBG-MED-800_284	14.678038	3.266439
TOBG-MED-800_285	7.457183	0
TOBG-MED-800_286	9.979498	0
TOBG-MED-800_287	6.06308	3.217241
TOBG-MED-800_288	4.984551	0
TOBG-MED-800_289	7.230461	0
TOBG-MED-800_29	91.332272	0
TOBG-MED-800_290	5.129412	7.864612
TOBG-MED-800_291	9.154192	0
TOBG-MED-800_292	11.506144	0
TOBG-MED-800_293	9.684811	0
TOBG-MED-800_294	5.521683	0
TOBG-MED-800_295	7.000043	0
TOBG-MED-800_296	18.076944	0
TOBG-MED-800_297	9.917022	27.237911
TOBG-MED-800_298	7.835533	0
TOBG-MED-800_299	8.23101	0
TOBG-MED-800_3	4.18652	7.093744
TOBG-MED-800_30	8.731638	0
TOBG-MED-800_301	51.469043	0
TOBG-MED-800_302	11.136738	0
TOBG-MED-800_303	9.419027	1.783974
TOBG-MED-800_304	9.614406	4.486426
TOBG-MED-800_305	2.17191	0
TOBG-MED-800_306	7.289683	3.772304
TOBG-MED-800_307	5.479191	5.199676
TOBG-MED-800_308	11.461865	1.137135
TOBG-MED-800_309	7.652151	0.990355
TOBG-MED-800_31	7.487932	3.15274
TOBG-MED-800_310	10.134563	11.086411
TOBG-MED-800_311	4.500155	0
TOBG-MED-800_312	5.370197	7.595345
TOBG-MED-800_313	9.17512	0
TOBG-MED-800_314	2.110367	8.311917
TOBG-MED-800_315	6.922028	0
TOBG-MED-800_316	5.780337	2.206352
TOBG-MED-800_317	3.552404	0
TOBG-MED-800_318	6.645725	0
TOBG-MED-800_320	10.465586	0
TOBG-MED-800_321	10.887356	7.906309
TOBG-MED-800_322	7.07555	0
TOBG-MED-800_324	10.164149	23.531908
TOBG-MED-800_325	12.750745	0
TOBG-MED-800_326	10.859552	0
TOBG-MED-800_327	8.282524	0
TOBG-MED-800_328	7.01398	0
TOBG-MED-800_329	5.049602	0
TOBG-MED-800_33	12.228733	0
TOBG-MED-800_330	33.211367	0
TOBG-MED-800_331	4.551644	0
TOBG-MED-800_332	10.367075	0
TOBG-MED-800_333	5.40434	12.070159
TOBG-MED-800_334	20.256434	0
TOBG-MED-800_335	7.925225	0
TOBG-MED-800_336	6.476581	0
TOBG-MED-800_337	4.941477	0
TOBG-MED-800_338	3.108612	0
TOBG-MED-800_339	6.977839	0
TOBG-MED-800_34	1.120871	0
TOBG-MED-800_340	11.516727	5.331858
TOBG-MED-800_341	2.694387	0
TOBG-MED-800_344	7.08697	0
TOBG-MED-800_345	4.604622	2.904126
TOBG-MED-800_346	1.734423	0
TOBG-MED-800_347	10.148569	0
TOBG-MED-800_348	1.387799	0
TOBG-MED-800_349	6.397556	0
TOBG-MED-800_35	2.797077	0
TOBG-MED-800_350	2.949686	10.590605
TOBG-MED-800_351	3.285349	8.412087
TOBG-MED-800_352	4.70517	3.316872
TOBG-MED-800_353	4.918509	0
TOBG-MED-800_357	3.55459	0
TOBG-MED-800_359	1.696025	0
