CDS	DNA	RNA
TOBG-MED-643_2878	9.412716	1.155946
TOBG-MED-643_2879	5.549264	0
TOBG-MED-643_288	5.683679	0
TOBG-MED-643_2881	2.754126	0
TOBG-MED-643_2882	11.277775	0
TOBG-MED-643_2883	9.35097	1.845188
TOBG-MED-643_2884	8.297211	0
TOBG-MED-643_2885	2.730589	0
TOBG-MED-643_2886	9.019118	0.853027
TOBG-MED-643_2887	64.125136	0
TOBG-MED-643_2888	9.426369	0
TOBG-MED-643_2889	28.777792	0
TOBG-MED-643_289	9.194749	0
TOBG-MED-643_2890	5.594545	0
TOBG-MED-643_2891	8.820718	0
TOBG-MED-643_2892	8.798039	0
TOBG-MED-643_2893	11.894293	1.18089
TOBG-MED-643_2894	7.655049	0
TOBG-MED-643_2895	7.921223	0
TOBG-MED-643_2896	153.289729	0
TOBG-MED-643_2897	8.533957	0
TOBG-MED-643_2898	9.139366	13.967924
TOBG-MED-643_2899	6.330701	0
TOBG-MED-643_29	7.846751	0
TOBG-MED-643_290	5.173997	0
TOBG-MED-643_2900	8.278818	0
TOBG-MED-643_2901	44.009895	0
TOBG-MED-643_2902	33.268528	10.102434
TOBG-MED-643_2903	57.123481	0
TOBG-MED-643_2904	32.092037	0
TOBG-MED-643_2905	28.751684	27.209372
TOBG-MED-643_2906	23.009319	0
TOBG-MED-643_2907	24.808648	0
TOBG-MED-643_2908	8.49636	0
TOBG-MED-643_2909	12.623376	2.669987
TOBG-MED-643_291	9.270902	0
TOBG-MED-643_2910	6.208863	6.385899
TOBG-MED-643_2911	6.748592	0.942494
TOBG-MED-643_2912	4.894017	0
TOBG-MED-643_2914	5.953075	9.087334
TOBG-MED-643_2915	2.983583	0
TOBG-MED-643_2916	23.934252	0
TOBG-MED-643_2917	9.426369	0
TOBG-MED-643_2918	8.185108	0
TOBG-MED-643_292	10.243061	0
TOBG-MED-643_2920	10.119869	0
TOBG-MED-643_2921	8.188563	0
TOBG-MED-643_2922	5.234059	0
TOBG-MED-643_2923	9.772525	0
TOBG-MED-643_2924	8.415303	0
TOBG-MED-643_2925	6.816667	0
TOBG-MED-643_2926	9.270513	0
TOBG-MED-643_2927	3.241904	41.082346
TOBG-MED-643_2928	6.824673	0
TOBG-MED-643_2929	7.865708	0
TOBG-MED-643_293	10.66685	0
TOBG-MED-643_2930	34.891856	0
TOBG-MED-643_2931	7.168187	0
TOBG-MED-643_2932	9.608638	0
TOBG-MED-643_2933	11.700805	0
TOBG-MED-643_2934	18.95686	0
TOBG-MED-643_2935	21.000723	0
TOBG-MED-643_2937	9.961491	0
TOBG-MED-643_2938	9.611097	0
TOBG-MED-643_2939	14.879528	0
TOBG-MED-643_294	10.226684	4.606947
TOBG-MED-643_2940	8.610048	0
TOBG-MED-643_2941	8.14271	6.06756
TOBG-MED-643_2942	6.447175	0
TOBG-MED-643_2943	8.146898	0
TOBG-MED-643_2944	13.283789	0
TOBG-MED-643_2945	12.807692	0
TOBG-MED-643_2946	9.969102	0
TOBG-MED-643_2947	4.387147	0
TOBG-MED-643_2948	16.21302	0
TOBG-MED-643_2949	5.082075	0
TOBG-MED-643_295	6.304627	2.480557
TOBG-MED-643_2950	8.506757	0
TOBG-MED-643_2951	3.484365	0
TOBG-MED-643_2952	8.236879	0
TOBG-MED-643_2953	23.509024	0
TOBG-MED-643_2955	3.101553	0.327562
TOBG-MED-643_2957	5.315227	0
TOBG-MED-643_2959	13.554501	8.466664
TOBG-MED-643_296	9.488463	3.429558
TOBG-MED-643_2960	11.546628	0
TOBG-MED-643_2961	10.205557	0
TOBG-MED-643_2962	10.265588	0
TOBG-MED-643_2963	9.049567	0
TOBG-MED-643_2964	6.07231	0
TOBG-MED-643_2965	3.707956	2.362116
TOBG-MED-643_2966	70.243852	0
TOBG-MED-643_2967	8.749653	6.158334
TOBG-MED-643_2968	1.915526	0
TOBG-MED-643_2969	6.035056	1.303189
TOBG-MED-643_297	12.829539	0
TOBG-MED-643_2970	6.709097	0.866522
TOBG-MED-643_2971	7.865492	0
TOBG-MED-643_2972	10.200238	0
TOBG-MED-643_2973	9.377916	1.427811
TOBG-MED-643_2974	10.021243	3.412108
TOBG-MED-643_2975	10.519746	0
TOBG-MED-643_2976	8.797018	7.589027
TOBG-MED-643_2977	12.359734	8.081046
TOBG-MED-643_2978	7.516165	3.436795
TOBG-MED-643_2979	25.931233	16.922271
TOBG-MED-643_298	9.984917	0
TOBG-MED-643_2980	6.830969	0
TOBG-MED-643_2981	5.224591	0
TOBG-MED-643_2982	8.240969	1.729556
TOBG-MED-643_2983	10.194536	0
TOBG-MED-643_2984	9.183346	2.576861
TOBG-MED-643_2985	12.417472	0
TOBG-MED-643_2986	6.489986	9.844552
TOBG-MED-643_2987	9.412716	0
TOBG-MED-643_2988	6.841621	0
TOBG-MED-643_299	10.80868	0
TOBG-MED-643_2990	8.272432	9.691144
TOBG-MED-643_2991	3.942971	4.431262
TOBG-MED-643_2992	9.982361	28.411092
TOBG-MED-643_2993	8.351562	0
TOBG-MED-643_2994	9.134444	0
TOBG-MED-643_2996	3.460703	0
TOBG-MED-643_2997	9.654941	0
TOBG-MED-643_2998	12.12296	0
TOBG-MED-643_2999	15.253113	0
TOBG-MED-643_30	1.582325	0
TOBG-MED-643_300	13.757476	3.115236
TOBG-MED-643_3000	12.350745	0
TOBG-MED-643_3001	34.516535	0
TOBG-MED-643_3002	10.154748	0
TOBG-MED-643_3003	57.415727	0
TOBG-MED-643_3004	8.239616	0
TOBG-MED-643_3005	7.413679	0
TOBG-MED-643_3006	7.731032	0
TOBG-MED-643_3007	3.816972	0
TOBG-MED-643_3008	5.642935	1.190707
TOBG-MED-643_3009	4.324219	0
TOBG-MED-643_301	12.205305	0
TOBG-MED-643_3010	8.506757	0
TOBG-MED-643_3011	6.488148	0
TOBG-MED-643_3012	9.389334	0
TOBG-MED-643_3013	5.181442	0
TOBG-MED-643_3014	7.408924	0
TOBG-MED-643_3015	13.041476	0
TOBG-MED-643_3016	7.539918	4.976641
TOBG-MED-643_3019	3.708172	0
TOBG-MED-643_302	13.161853	9.849872
TOBG-MED-643_3020	12.970864	0
TOBG-MED-643_3021	19.114124	0
TOBG-MED-643_3022	4.429356	0
TOBG-MED-643_3023	4.991815	6.020272
TOBG-MED-643_3024	6.369757	6.063994
TOBG-MED-643_3025	14.400978	0
TOBG-MED-643_3026	8.130184	0
TOBG-MED-643_3027	9.611097	0
TOBG-MED-643_3028	7.748338	0
TOBG-MED-643_3029	16.900261	0
TOBG-MED-643_303	13.5682	30.930572
TOBG-MED-643_3030	4.89765	5.314003
TOBG-MED-643_3031	8.367485	0
TOBG-MED-643_3032	5.567309	0
TOBG-MED-643_3033	12.732742	0
TOBG-MED-643_3034	8.10651	0
TOBG-MED-643_3035	12.358618	0
TOBG-MED-643_3036	3.760529	0
TOBG-MED-643_3037	2.027948	5.130686
TOBG-MED-643_3038	11.329472	10.528978
TOBG-MED-643_304	10.667843	8.97526
TOBG-MED-643_3040	5.809072	0
TOBG-MED-643_3041	9.263059	0
TOBG-MED-643_3042	8.797018	0
TOBG-MED-643_3044	2.64707	0
TOBG-MED-643_3045	8.388323	0
TOBG-MED-643_3046	5.463585	0
TOBG-MED-643_3047	4.65537	0
TOBG-MED-643_3048	7.235087	6.909092
TOBG-MED-643_3049	12.545375	0
TOBG-MED-643_305	5.368636	0
TOBG-MED-643_3050	10.489243	0
TOBG-MED-643_3051	10.150915	3.061614
TOBG-MED-643_3052	9.95222	0
TOBG-MED-643_3053	7.090601	0
TOBG-MED-643_3055	8.372469	0
TOBG-MED-643_3056	8.315247	0
TOBG-MED-643_3057	9.600652	0
TOBG-MED-643_3058	7.104808	0
TOBG-MED-643_3059	8.085834	0
TOBG-MED-643_306	12.179258	0
TOBG-MED-643_3060	10.21508	19.713217
TOBG-MED-643_3061	12.136092	0
TOBG-MED-643_3062	5.426316	0
TOBG-MED-643_3063	8.038793	0
TOBG-MED-643_3064	9.261749	1.170296
TOBG-MED-643_3065	8.905372	0
TOBG-MED-643_3066	14.412956	0
TOBG-MED-643_3067	9.534324	0
TOBG-MED-643_3068	9.027471	0.964021
TOBG-MED-643_3069	7.015377	0
TOBG-MED-643_307	18.790413	0
TOBG-MED-643_3070	12.86997	0
TOBG-MED-643_3071	15.336194	3.027937
TOBG-MED-643_3072	8.893779	0.46718
TOBG-MED-643_3073	7.089589	6.873176
TOBG-MED-643_3074	20.377453	0
TOBG-MED-643_3075	8.283749	0
TOBG-MED-643_3076	9.300323	0
TOBG-MED-643_3077	9.24512	3.001724
TOBG-MED-643_3078	4.762105	0
TOBG-MED-643_3079	13.910759	0
TOBG-MED-643_308	8.23101	0
TOBG-MED-643_3081	6.3927	0
TOBG-MED-643_3082	64.125136	0
TOBG-MED-643_3083	4.124506	0
TOBG-MED-643_3084	1.663426	0
TOBG-MED-643_3086	7.363332	0
TOBG-MED-643_3087	10.29952	0
TOBG-MED-643_3088	8.652279	7.31972
TOBG-MED-643_3089	14.251986	12.782983
TOBG-MED-643_309	4.494203	1.919429
TOBG-MED-643_3091	11.610359	0
TOBG-MED-643_3095	9.882953	0
TOBG-MED-643_31	5.443889	0
TOBG-MED-643_310	12.564593	0
TOBG-MED-643_3102	7.008909	0
TOBG-MED-643_3103	14.280828	0
TOBG-MED-643_3104	6.435724	0
TOBG-MED-643_3105	0.996781	0
TOBG-MED-643_3106	6.012204	2.61651
TOBG-MED-643_3107	1.638844	0
TOBG-MED-643_3108	1.255238	0
TOBG-MED-643_311	8.647212	0
TOBG-MED-643_3110	36.153888	33.451125
TOBG-MED-643_3111	32.276697	0
TOBG-MED-643_3112	13.161853	0
TOBG-MED-643_3113	39.808879	0
TOBG-MED-643_3114	27.96292	0
TOBG-MED-643_3115	15.270873	0.283475
TOBG-MED-643_3116	18.142381	12.954183
TOBG-MED-643_3117	27.498693	34.199447
TOBG-MED-643_3118	17.213308	26.164395
TOBG-MED-643_3119	12.904047	0
TOBG-MED-643_312	12.700564	0
TOBG-MED-643_3120	19.647026	0
TOBG-MED-643_3121	12.748098	1.347061
TOBG-MED-643_3122	11.754512	0
TOBG-MED-643_3123	45.75934	6.981428
TOBG-MED-643_3124	15.892929	0
TOBG-MED-643_3125	15.543062	5.258283
TOBG-MED-643_3126	11.908858	0
TOBG-MED-643_3127	8.94396	0
TOBG-MED-643_3128	15.529961	0
TOBG-MED-643_3129	12.151606	0
TOBG-MED-643_313	6.507415	0
TOBG-MED-643_3130	11.265338	0
TOBG-MED-643_3131	13.299751	0
TOBG-MED-643_3132	24.847573	0
TOBG-MED-643_3133	8.879333	0
TOBG-MED-643_3134	15.127949	0.380939
TOBG-MED-643_3135	21.622454	0
TOBG-MED-643_3136	69.033071	0
TOBG-MED-643_3137	5.836616	0
TOBG-MED-643_3138	10.420056	0
TOBG-MED-643_3139	6.626599	0
TOBG-MED-643_314	6.611348	0
TOBG-MED-643_3140	12.238262	0
TOBG-MED-643_3141	5.703634	0
TOBG-MED-643_3142	4.186234	0
TOBG-MED-643_3143	9.134444	0
TOBG-MED-643_3144	7.469248	0
TOBG-MED-643_3145	13.446738	0
TOBG-MED-643_3146	14.138886	0
TOBG-MED-643_3147	14.970838	0
TOBG-MED-643_3148	5.852722	0
TOBG-MED-643_3149	11.277775	0
TOBG-MED-643_315	10.813908	0
TOBG-MED-643_3150	14.097219	12.633551
TOBG-MED-643_3151	18.532978	10.843031
TOBG-MED-643_3152	10.917044	2.041895
TOBG-MED-643_3153	10.098236	0
TOBG-MED-643_3154	6.839916	0
TOBG-MED-643_3157	3.031926	0
TOBG-MED-643_3159	11.916906	0
TOBG-MED-643_316	4.380465	0
TOBG-MED-643_3160	17.171089	1.667077
TOBG-MED-643_3161	8.894805	0
TOBG-MED-643_3162	8.252268	0
TOBG-MED-643_3163	3.459853	0
TOBG-MED-643_3164	8.027622	0
TOBG-MED-643_3165	5.578324	24.97542
TOBG-MED-643_3166	8.724132	0
TOBG-MED-643_3167	4.894895	0
TOBG-MED-643_3168	5.150547	0
TOBG-MED-643_3169	10.367075	0
TOBG-MED-643_317	8.835465	2.828642
TOBG-MED-643_3170	12.064678	0
TOBG-MED-643_3171	16.186508	0
TOBG-MED-643_3172	34.235256	0
TOBG-MED-643_3173	9.485085	1.256697
TOBG-MED-643_3174	10.783311	2.605229
TOBG-MED-643_3175	4.436605	0
TOBG-MED-643_3176	8.686509	0
TOBG-MED-643_3177	17.207967	0
TOBG-MED-643_3178	19.771488	0
TOBG-MED-643_3179	6.763871	0
TOBG-MED-643_318	15.30846	1.683426
TOBG-MED-643_3180	6.76814	0
TOBG-MED-643_3181	11.980033	0
TOBG-MED-643_3182	12.015225	0
TOBG-MED-643_3183	9.982711	0
TOBG-MED-643_3184	8.538253	0
TOBG-MED-643_3185	13.652946	0
TOBG-MED-643_3186	6.882054	0
TOBG-MED-643_3187	13.64418	0
TOBG-MED-643_3188	11.610359	14.185538
TOBG-MED-643_319	5.852722	10.240704
TOBG-MED-643_3190	9.596798	0
TOBG-MED-643_3191	10.137048	0
TOBG-MED-643_3193	2.862729	8.922714
TOBG-MED-643_3194	9.612769	0
TOBG-MED-643_3195	7.181176	6.990767
TOBG-MED-643_3196	6.207503	0
TOBG-MED-643_32	7.177431	0
TOBG-MED-643_320	8.111449	6.180295
TOBG-MED-643_321	15.341526	0
TOBG-MED-643_322	4.788816	0
TOBG-MED-643_323	6.968093	0
TOBG-MED-643_324	4.890751	45.259687
TOBG-MED-643_325	8.950028	0
TOBG-MED-643_326	21.90523	0
TOBG-MED-643_327	5.3707	0.502122
TOBG-MED-643_328	16.739286	0
TOBG-MED-643_329	9.488749	0
TOBG-MED-643_33	92.370693	0
TOBG-MED-643_330	10.23701	0
TOBG-MED-643_331	15.920665	0
TOBG-MED-643_332	4.474838	0
TOBG-MED-643_333	11.690832	0
TOBG-MED-643_334	9.926842	0
TOBG-MED-643_335	11.516326	0
TOBG-MED-643_336	12.12296	0
TOBG-MED-643_337	9.430686	1.665851
TOBG-MED-643_338	11.077263	2.423604
TOBG-MED-643_339	12.979421	0
TOBG-MED-643_34	12.154535	0
TOBG-MED-643_340	11.286016	6.15648
TOBG-MED-643_341	7.841619	0
TOBG-MED-643_342	8.369643	0
TOBG-MED-643_343	9.928142	5.533334
TOBG-MED-643_344	9.106631	0
TOBG-MED-643_345	9.047855	0
TOBG-MED-643_346	8.048925	0
TOBG-MED-643_347	12.258096	0
TOBG-MED-643_348	46.431537	0
TOBG-MED-643_349	16.660972	18.058846
TOBG-MED-643_35	12.015454	0
TOBG-MED-643_350	34.891856	0
TOBG-MED-643_351	11.997767	0
TOBG-MED-643_352	8.238721	0
TOBG-MED-643_353	18.522309	0
TOBG-MED-643_354	5.475581	0
TOBG-MED-643_355	9.9843	1.256697
TOBG-MED-643_356	8.848355	0
TOBG-MED-643_357	10.290076	0
TOBG-MED-643_358	10.401916	0
TOBG-MED-643_359	11.027201	1.437739
TOBG-MED-643_36	7.271171	2.869976
TOBG-MED-643_360	7.532608	0
TOBG-MED-643_361	14.914366	0
TOBG-MED-643_362	11.754512	0
TOBG-MED-643_363	15.014965	0
TOBG-MED-643_364	5.121531	0
TOBG-MED-643_365	3.323842	0.512911
TOBG-MED-643_366	8.905372	0
TOBG-MED-643_367	16.703123	0
TOBG-MED-643_368	9.236911	0
TOBG-MED-643_369	8.026472	0
TOBG-MED-643_37	6.400468	0
TOBG-MED-643_370	3.282896	240.89198
TOBG-MED-643_373	2.947475	0
TOBG-MED-643_374	16.182581	0
TOBG-MED-643_375	8.800167	0
TOBG-MED-643_376	10.465586	0
TOBG-MED-643_377	4.218821	0
TOBG-MED-643_378	17.88792	0
TOBG-MED-643_379	188.538024	0
TOBG-MED-643_38	14.543223	0
TOBG-MED-643_380	11.569859	106.084495
TOBG-MED-643_381	8.167925	0
TOBG-MED-643_382	9.315139	0
TOBG-MED-643_383	6.772489	0.627031
TOBG-MED-643_384	13.806248	14.069566
TOBG-MED-643_385	9.982361	0
TOBG-MED-643_386	4.369718	0
TOBG-MED-643_387	6.554102	0
TOBG-MED-643_388	3.554734	1.244563
TOBG-MED-643_389	10.317096	0
TOBG-MED-643_39	10.255022	0
TOBG-MED-643_390	7.679582	0
TOBG-MED-643_391	8.710911	0
TOBG-MED-643_392	8.10468	2.832891
TOBG-MED-643_393	5.995003	11.603042
TOBG-MED-643_394	9.538261	0
TOBG-MED-643_395	6.891241	0
TOBG-MED-643_396	8.555451	7.372009
TOBG-MED-643_397	8.070909	1.493373
TOBG-MED-643_398	8.325418	7.595142
TOBG-MED-643_399	6.036821	0
TOBG-MED-643_4	39.433943	0
TOBG-MED-643_40	12.723693	0
TOBG-MED-643_400	12.607785	0
TOBG-MED-643_401	9.359915	0
TOBG-MED-643_402	6.596189	0
TOBG-MED-643_403	9.964051	1.761463
TOBG-MED-643_404	22.425894	0
TOBG-MED-643_405	28.777792	0
TOBG-MED-643_406	11.424402	0
TOBG-MED-643_407	18.243587	0
TOBG-MED-643_408	75.96968	0
TOBG-MED-643_409	7.987023	4.489135
TOBG-MED-643_41	4.726012	0
TOBG-MED-643_410	7.244185	3.048356
TOBG-MED-643_411	10.211014	1.549544
TOBG-MED-643_412	9.720176	2.884629
TOBG-MED-643_413	7.834706	3.508543
TOBG-MED-643_414	11.390506	0
TOBG-MED-643_415	11.075245	0
TOBG-MED-643_416	7.546264	0
TOBG-MED-643_417	8.313219	10.19846
TOBG-MED-643_418	4.569683	8.535953
TOBG-MED-643_42	7.521059	0
TOBG-MED-643_420	10.550644	0
TOBG-MED-643_421	17.301545	0
TOBG-MED-643_422	10.088816	0
TOBG-MED-643_423	8.10609	1.232016
TOBG-MED-643_424	46.52505	0
TOBG-MED-643_425	5.239897	0
TOBG-MED-643_426	8.250733	3.74227
TOBG-MED-643_427	9.912439	0
TOBG-MED-643_428	5.716709	0
TOBG-MED-643_429	6.150035	0
TOBG-MED-643_43	25.090749	0
TOBG-MED-643_430	14.972885	0
TOBG-MED-643_431	13.627929	0
TOBG-MED-643_432	7.515835	0
TOBG-MED-643_433	2.22782	0
TOBG-MED-643_434	10.443763	0
TOBG-MED-643_435	16.660966	0
TOBG-MED-643_436	2.820192	0
TOBG-MED-643_437	8.48985	0.378642
TOBG-MED-643_438	38.082797	0
TOBG-MED-643_44	15.087949	0
TOBG-MED-643_440	7.3047	0
TOBG-MED-643_441	16.734971	0
TOBG-MED-643_442	12.637906	0
TOBG-MED-643_443	18.95686	0
TOBG-MED-643_444	9.524209	0
TOBG-MED-643_445	10.074701	0
TOBG-MED-643_446	13.173821	0
TOBG-MED-643_447	13.89859	0
TOBG-MED-643_448	20.45	0
TOBG-MED-643_449	10.968813	0
TOBG-MED-643_45	4.984551	0
TOBG-MED-643_450	125.693793	0
TOBG-MED-643_451	9.605769	0
TOBG-MED-643_452	9.882953	0
TOBG-MED-643_453	18.019655	0
TOBG-MED-643_454	21.478044	0
TOBG-MED-643_455	79.852945	0
TOBG-MED-643_456	19.736106	0
TOBG-MED-643_457	11.789898	0
TOBG-MED-643_458	14.462869	0
TOBG-MED-643_459	9.243572	0
TOBG-MED-643_46	8.946447	0
TOBG-MED-643_460	22.849678	0
TOBG-MED-643_461	5.03735	0
TOBG-MED-643_462	41.897931	0
TOBG-MED-643_463	17.740072	0
TOBG-MED-643_464	10.173392	0
TOBG-MED-643_465	7.194448	0
TOBG-MED-643_466	17.132134	0
TOBG-MED-643_467	7.027999	0
TOBG-MED-643_468	8.653179	0
TOBG-MED-643_469	16.383535	0
TOBG-MED-643_47	5.364617	0
TOBG-MED-643_470	36.442965	0
TOBG-MED-643_472	9.243572	0
TOBG-MED-643_473	13.131583	0
TOBG-MED-643_474	10.57827	0
TOBG-MED-643_475	15.193936	0
TOBG-MED-643_476	14.672253	0
TOBG-MED-643_477	7.477871	0
TOBG-MED-643_478	31.895802	0
TOBG-MED-643_479	5.894949	0
TOBG-MED-643_48	4.718219	0
TOBG-MED-643_480	7.682852	0
TOBG-MED-643_481	4.890751	0
TOBG-MED-643_482	44.981569	0
TOBG-MED-643_483	10.795907	0
TOBG-MED-643_484	4.964543	0
TOBG-MED-643_485	19.90444	0
TOBG-MED-643_486	22.849678	0
TOBG-MED-643_487	8.09129	0
TOBG-MED-643_488	3.484047	0
TOBG-MED-643_489	13.05529	3.246693
TOBG-MED-643_49	2.317772	0
TOBG-MED-643_490	9.969102	0
TOBG-MED-643_491	10.074701	0
TOBG-MED-643_492	9.312468	0
TOBG-MED-643_493	9.551891	0.944631
TOBG-MED-643_494	13.371682	0
TOBG-MED-643_495	3.100981	0
TOBG-MED-643_496	16.346297	0
TOBG-MED-643_497	13.197059	7.510085
TOBG-MED-643_498	1.205546	0.327562
TOBG-MED-643_499	3.57909	0
TOBG-MED-643_5	11.076273	9.587188
TOBG-MED-643_50	5.833993	0
TOBG-MED-643_501	9.472799	15.296449
TOBG-MED-643_502	10.855763	0
TOBG-MED-643_503	9.493948	0
TOBG-MED-643_504	7.656934	0
TOBG-MED-643_506	9.220893	4.742093
TOBG-MED-643_507	9.84838	1.781125
TOBG-MED-643_508	8.027622	5.29801
TOBG-MED-643_509	8.714975	1.048349
TOBG-MED-643_51	8.548684	0
TOBG-MED-643_510	6.741304	0
TOBG-MED-643_511	8.317605	0
TOBG-MED-643_512	7.622779	1.063788
TOBG-MED-643_513	13.804207	8.315332
TOBG-MED-643_514	13.469771	0
TOBG-MED-643_515	10.383043	1.752073
TOBG-MED-643_516	7.276623	0
TOBG-MED-643_517	7.9666	0
TOBG-MED-643_518	9.983909	0
TOBG-MED-643_519	11.066079	0
TOBG-MED-643_52	8.939524	0
TOBG-MED-643_520	11.363886	0
TOBG-MED-643_521	10.649364	0
TOBG-MED-643_522	6.729611	0
TOBG-MED-643_523	0.879585	0
TOBG-MED-643_524	5.340427	4.554488
TOBG-MED-643_525	13.858345	6.482242
TOBG-MED-643_526	7.321437	0
TOBG-MED-643_527	6.686173	6.913188
TOBG-MED-643_528	13.975796	0
TOBG-MED-643_529	7.824885	0
TOBG-MED-643_530	8.950028	12.694593
TOBG-MED-643_531	5.465246	0
TOBG-MED-643_532	13.361435	2.000859
TOBG-MED-643_533	142.804307	0
TOBG-MED-643_534	3.892889	0
TOBG-MED-643_535	7.931419	0
TOBG-MED-643_536	15.233119	0
TOBG-MED-643_537	7.059931	0
TOBG-MED-643_538	5.522727	0
TOBG-MED-643_539	5.794314	0
TOBG-MED-643_54	7.415912	7.086349
TOBG-MED-643_540	7.670763	0
TOBG-MED-643_541	8.993987	2.395195
TOBG-MED-643_542	5.691468	0
TOBG-MED-643_543	64.730502	0
TOBG-MED-643_544	6.118445	0
TOBG-MED-643_545	6.873906	0
TOBG-MED-643_546	4.140331	0
TOBG-MED-643_547	10.104211	0
TOBG-MED-643_548	5.552426	0
TOBG-MED-643_549	4.542677	0
TOBG-MED-643_550	5.106842	0
TOBG-MED-643_551	3.53529	0
TOBG-MED-643_552	6.856092	0
TOBG-MED-643_554	4.972238	0
TOBG-MED-643_555	8.37304	0
TOBG-MED-643_556	8.020516	0
TOBG-MED-643_557	5.1402	1.624037
TOBG-MED-643_558	11.2001	0
TOBG-MED-643_559	9.886894	0
TOBG-MED-643_560	4.618455	0
TOBG-MED-643_561	32.365161	0
TOBG-MED-643_562	6.642273	0
TOBG-MED-643_563	4.752111	0
TOBG-MED-643_564	8.282524	8.315332
TOBG-MED-643_565	3.580467	0
TOBG-MED-643_566	5.063971	0
TOBG-MED-643_567	11.009178	0
TOBG-MED-643_568	5.799182	35.003289
TOBG-MED-643_569	6.559179	0
TOBG-MED-643_570	5.278239	0
TOBG-MED-643_571	6.147872	0
TOBG-MED-643_572	3.36807	0
TOBG-MED-643_573	6.461677	0
TOBG-MED-643_574	8.173338	2.279037
TOBG-MED-643_575	4.414294	0
TOBG-MED-643_576	12.395342	7.390001
TOBG-MED-643_577	5.692677	0.957258
TOBG-MED-643_578	6.839622	0
TOBG-MED-643_579	6.873906	10.453412
TOBG-MED-643_58	6.225485	0
TOBG-MED-643_580	7.487442	0
TOBG-MED-643_581	15.246224	0
TOBG-MED-643_582	7.919113	8.837306
TOBG-MED-643_583	9.349139	0
TOBG-MED-643_584	1.037702	0
TOBG-MED-643_586	9.552164	0
TOBG-MED-643_587	14.419641	0
TOBG-MED-643_588	13.945809	0
TOBG-MED-643_589	12.763082	0
TOBG-MED-643_59	7.587913	0
TOBG-MED-643_590	4.805549	0
TOBG-MED-643_591	4.897208	0
TOBG-MED-643_592	7.899038	0
TOBG-MED-643_593	6.36098	0
TOBG-MED-643_594	7.389528	0
TOBG-MED-643_595	15.16516	0
TOBG-MED-643_596	8.710117	0
TOBG-MED-643_597	8.766455	0
TOBG-MED-643_598	9.457148	0
TOBG-MED-643_599	6.690154	9.02542
TOBG-MED-643_6	7.511511	0
TOBG-MED-643_60	3.136746	6.633363
TOBG-MED-643_600	6.09231	0
TOBG-MED-643_602	4.528031	0
TOBG-MED-643_603	1.671343	0
TOBG-MED-643_604	5.558612	64.470814
TOBG-MED-643_605	9.302866	0
TOBG-MED-643_606	9.148401	3.3654
TOBG-MED-643_607	11.309877	0
TOBG-MED-643_608	9.434067	0
TOBG-MED-643_609	12.454095	0
TOBG-MED-643_61	5.87665	0
TOBG-MED-643_610	5.465009	0
TOBG-MED-643_611	6.609765	6.068011
TOBG-MED-643_612	83.795862	0
TOBG-MED-643_613	7.846751	0
TOBG-MED-643_614	8.594782	1.457244
TOBG-MED-643_615	13.775684	0
TOBG-MED-643_616	9.961491	0
TOBG-MED-643_617	8.833776	0
TOBG-MED-643_618	8.710117	0
TOBG-MED-643_619	8.102574	33.504456
TOBG-MED-643_62	3.628915	10.06417
TOBG-MED-643_620	8.577013	5.658972
TOBG-MED-643_621	7.291378	0
TOBG-MED-643_622	13.975796	0
TOBG-MED-643_623	9.029416	0
TOBG-MED-643_624	7.782519	0
TOBG-MED-643_625	13.305054	1.954822
TOBG-MED-643_626	8.197162	0
TOBG-MED-643_627	15.266352	2.182701
TOBG-MED-643_628	10.290076	11.726109
TOBG-MED-643_629	12.780957	0
TOBG-MED-643_63	9.027471	0
TOBG-MED-643_630	13.602697	0
TOBG-MED-643_631	10.296099	0
TOBG-MED-643_632	10.595041	7.256934
TOBG-MED-643_633	9.34519	0
TOBG-MED-643_634	17.231139	0
TOBG-MED-643_635	3.931355	0
TOBG-MED-643_636	9.78314	0.549656
TOBG-MED-643_637	7.985328	17.154574
TOBG-MED-643_638	7.735205	4.027391
TOBG-MED-643_639	7.474733	0
TOBG-MED-643_64	6.966122	0
TOBG-MED-643_640	6.267765	0.438568
TOBG-MED-643_641	7.015162	0
TOBG-MED-643_642	6.31584	0
TOBG-MED-643_643	12.593376	0
TOBG-MED-643_644	9.334797	0
TOBG-MED-643_645	11.009196	2.436574
TOBG-MED-643_646	12.346514	0
TOBG-MED-643_648	4.873848	10.436348
TOBG-MED-643_649	6.250366	7.3256
TOBG-MED-643_65	6.884264	0
TOBG-MED-643_650	7.302716	2.23872
TOBG-MED-643_651	13.765556	0
TOBG-MED-643_652	7.401734	0
TOBG-MED-643_653	6.299248	0
TOBG-MED-643_654	11.582158	0
TOBG-MED-643_655	9.657054	0
TOBG-MED-643_656	7.036502	0
TOBG-MED-643_657	13.081595	0
TOBG-MED-643_658	8.338646	0
TOBG-MED-643_659	8.416776	0
TOBG-MED-643_66	34.415934	0
TOBG-MED-643_660	5.842287	0
TOBG-MED-643_661	13.737876	0
TOBG-MED-643_662	9.977906	0
TOBG-MED-643_663	6.709835	0
TOBG-MED-643_664	23.509024	0
TOBG-MED-643_665	3.845238	7.355952
TOBG-MED-643_666	9.161303	2.581748
TOBG-MED-643_667	32.404051	0
TOBG-MED-643_668	12.521618	1.945502
