Gene	DNA	RNA
TOBG-MED-587_1248	12.6261586163159	6.33966802433764
TOBG-MED-587_1250	8.43534852238977	5.70474501254877
TOBG-MED-587_1253	8.10513914962719	7.44747569534837
TOBG-MED-587_1255	11.6684936332769	17.9457624086549
TOBG-MED-587_1267	9.89161390247661	5.98543450656583
TOBG-MED-587_1268	9.14486381866555	10.6855233683157
TOBG-MED-587_1270	8.36563489823779	4.64022321594876
TOBG-MED-587_1272	10.943154839857	9.10487041832108
TOBG-MED-587_1283	7.50921233447161	11.5110581855584
TOBG-MED-587_1288	12.0504978891282	15.7053708847497
TOBG-MED-587_1289	8.61149269107077	0.473711882834676
TOBG-MED-587_129	7.38092995709105	43.3860870691209
TOBG-MED-587_1298	11.7157618366525	7.79815290458056
TOBG-MED-587_1301	4.43965711704725	1.3432225098799
TOBG-MED-587_1302	7.85758492496582	5.59369373977385
TOBG-MED-587_1303	12.0504978891282	528.654002102734
TOBG-MED-587_1305	10.3289981906814	18.7502897297521
TOBG-MED-587_1310	13.3894420990314	5.09267128462404
TOBG-MED-587_1311	6.82270836369761	11.2593651563463
TOBG-MED-587_1312	4.1914775266533	33.6055917378649
TOBG-MED-587_1315	8.03366525941883	0.285952130954826
TOBG-MED-587_1324	10.5207019432924	10.913308944414
TOBG-MED-587_1325	11.322615466295	18.8411748030134
TOBG-MED-587_1329	10.6234652443631	5.75666789948531
TOBG-MED-587_1332	15.336997313436	4.52704703995001
TOBG-MED-587_1333	11.502747985077	24.361171883731
TOBG-MED-587_1336	13.0183331526645	5.94825464217684
TOBG-MED-587_1337	8.43534852238977	2.04169821501746
TOBG-MED-587_1339	15.2149522419762	4.87408061940507
TOBG-MED-587_1341	7.11414935623234	33.2083444611273
TOBG-MED-587_1345	8.43534852238977	8.93242969070137
TOBG-MED-587_1348	7.14394337401088	2.66019311402926
TOBG-MED-587_1351	5.03602896859091	30.4731076868277
TOBG-MED-587_1360	8.00434531321657	19.7463513496214
TOBG-MED-587_1365	14.000578460398	25.4153304773957
TOBG-MED-587_1367	12.4855339140065	5.8966013430107
TOBG-MED-587_1377	10.827983610521	15.851694215974
